key,b,se,n,r2,stata_key,stata_block,stata_var,stata_log
T6_B_c3,-0.5254897464471935,0.27859094170219495,1444.0,0.6312626104597341,"('d_avg_lnwkwage_c_f', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T6_C_c1,-0.8143886625431038,0.23571113084910122,1444.0,0.5189415106706885,"('d_avg_lnwkwage_nc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T6_C_c2,-0.7030692670076238,0.2496097189756475,1444.0,0.451832380992252,"('d_avg_lnwkwage_nc_m', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T6_C_c3,-1.1164451569254215,0.2781005378519548,1444.0,0.5916456953769944,"('d_avg_lnwkwage_nc_f', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c1,-4.230545570190055,1.0471516520303008,1444.0,0.30840619856786544,"('lnchg_no_empl_mfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c2,-3.9923906125520148,1.1813847037662857,1444.0,0.3021679145508075,"('lnchg_no_empl_mfg_edu_c', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c3,-4.493203590525831,1.2427104657052663,1444.0,0.3384180956726116,"('lnchg_no_empl_mfg_edu_nc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c4,-0.2740581156102141,0.650887086271119,1444.0,0.34465671202709436,"('lnchg_no_empl_nmfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c5,0.29145062340081906,0.590369285232115,1444.0,0.2888531121937892,"('lnchg_no_empl_nmfg_edu_c', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_A_c6,-1.036607415165877,0.7636940900468544,1444.0,0.5326972121271487,"('lnchg_no_empl_nmfg_edu_nc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c1,0.15066153106053273,0.4822900737944558,1444.0,0.21483828795532167,"('d_avg_lnwkwage_mfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c2,0.45847671942277435,0.34020035889921985,1444.0,0.20870800200927708,"('d_avg_lnwkwage_mfg_c', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c3,-0.10115147119631156,0.3692493396368123,1444.0,0.3318340388221741,"('d_avg_lnwkwage_mfg_nc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c4,-0.7612185021497205,0.26053650744034146,1444.0,0.5994333727603729,"('d_avg_lnwkwage_nmfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c5,-0.7433261508590445,0.29749882504523895,1444.0,0.5404251424080557,"('d_avg_lnwkwage_nmfg_c', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T7_B_c6,-0.8220563246009831,0.24614917097784267,1444.0,0.5080189757401621,"('d_avg_lnwkwage_nmfg_nc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c1,1.013122807088501,0.326905875404693,1444.0,0.5692701283127353,"('lnchg_trans_totindiv_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c2,14.406304456386554,7.587845078193471,1436.0,0.28107506040550756,"('lnchg_trans_taaimp_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c3,3.45989163822319,1.868558254947196,1444.0,0.481674485136832,"('lnchg_trans_unemp_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c4,0.7171873341815823,0.38310083682243884,1444.0,0.3610698971414701,"('lnchg_trans_ssaret_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c5,1.9597043201916349,0.6898228371709944,1444.0,0.31830314765239565,"('lnchg_trans_ssadis_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c6,0.5424662627828808,0.4888053287246147,1444.0,0.26565128115481285,"('lnchg_trans_totmed_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c7,3.039073850514647,0.9568357657624551,1444.0,0.5381057051998697,"('lnchg_trans_fedinc_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_c8,2.7787090659261224,1.3146174392958703,1444.0,0.3320332417176375,"('lnchg_trans_totedu_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_A_othinc_unreported,1.07713389174271,2.198156654455993,1444.0,0.3703973203363172,"('lnchg_trans_othinc_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c1,57.72965061212829,18.406304453737114,1444.0,0.7484182555984625,"('d_trans_totindiv_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c2,0.2340293834958903,0.17438343038783685,1444.0,0.2776474041377194,"('d_trans_taaimp_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c3,3.4214701238350833,2.261574621761797,1444.0,0.41423508003673926,"('d_trans_unemp_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c4,9.997661870355374,5.446071345786632,1444.0,0.46537153004459286,"('d_trans_ssaret_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c5,8.395178528673991,2.2052765048977574,1444.0,0.6260666201707175,"('d_trans_ssadis_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c6,18.270495605193474,11.838505918277269,1444.0,0.660865628979057,"('d_trans_totmed_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c7,7.202436578459625,2.35154526748683,1444.0,0.5324372637710588,"('d_trans_fedinc_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_c8,3.709150364277877,1.4436092478819675,1444.0,0.3740012102561303,"('d_trans_totedu_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T8_B_othinc_unreported,4.126663019500884,4.436367384752131,1444.0,0.30243982677469383,"('d_trans_othinc_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c1,-1.4761826734198242,0.36432563391379774,1444.0,0.6848972474519163,"('relchg_avg_hhincsum_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c2,-2.1415628563648297,0.585125138762817,1444.0,0.4278222458791128,"('relchg_avg_hhincwage_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c3,-0.509862713611399,0.7415424532177329,1444.0,0.7588874116487598,"('relchg_avg_hhincbusinv_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c4,2.118666221241167,0.5792452822792464,1444.0,0.5160240070702184,"('relchg_avg_hhinctrans_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c5,-1.7322796496753634,0.3814640404246845,1444.0,0.5259726983954007,"('relchg_med_hhincsum_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_A_c6,-2.3201221134872667,0.5134080150527189,1444.0,0.5169744656679718,"('relchg_med_hhincwage_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c1,-492.63585885133415,160.36205872485257,1444.0,0.6309066838430748,"('d_avg_hhincsum_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c2,-549.3317374333889,169.39091361737908,1444.0,0.3962303511572133,"('d_avg_hhincwage_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c3,40.13745147241755,116.68927176443185,1444.0,0.7241505641709832,"('d_avg_hhincbusinv_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c4,17.31711679069971,4.333936544253001,1444.0,0.5088463443087199,"('d_avg_hhinctrans_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c5,-439.8675284145301,112.69594623389318,1444.0,0.4870798882070436,"('d_med_hhincsum_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T9_B_c6,-476.4861806826353,122.23750870841727,1444.0,0.4826838179790036,"('d_med_hhincwage_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c1,-0.5963600742335936,0.09877388494646011,1444.0,0.34288372737255846,"('d_sh_empl_mfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c2,-0.17786674270476313,0.13704711607942452,1444.0,0.36464565201994836,"('d_sh_empl_nmfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c3,0.15066153106053273,0.4822900737944558,1444.0,0.21483828795532167,"('d_avg_lnwkwage_mfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c4,-0.7612185021497205,0.26053650744034146,1444.0,0.5994333727603729,"('d_avg_lnwkwage_nmfg', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c5,1.013122807088501,0.326905875404693,1444.0,0.5692701283127353,"('lnchg_trans_totindiv_pc', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_c6,-2.1415628563648297,0.585125138762817,1444.0,0.4278222458791128,"('relchg_avg_hhincwage_pc_pw', 'd_tradeusch_pw', 'd_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_pw,ipw
T10_A_meansd,1.883753723538386,1.7515837489254416,,,None,main,,ipw
T10_B_c1,-0.41513246620553534,0.05340843387771266,1444.0,0.3940402733870949,"('d_sh_empl_mfg', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_c1_fs_z1,0.6190781905564601,0.07826188532928716,1444.0,0.6372859401285649,None,main,,ipw
T10_B_c1_fs_z1_clusterSE_info,0.6190781905564601,0.07915685340558808,1444.0,,None,main,,ipw
T10_B_c2,-0.06324930304115971,0.10132333255456692,1444.0,0.3725484501603127,"('d_sh_empl_nmfg', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_c3,0.19898395256928042,0.3423024302650449,1444.0,0.21451709582698586,"('d_avg_lnwkwage_mfg', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_c4,-0.42853336085241384,0.1966070474883232,1444.0,0.606538835694497,"('d_avg_lnwkwage_nmfg', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_c5,0.7324910276165342,0.21663630877309253,1444.0,0.5744033640705406,"('lnchg_trans_totindiv_pc', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_c6,-1.3745616391792683,0.37478848484485966,1444.0,0.4553129000023478,"('relchg_avg_hhincwage_pc_pw', 'd_tradex_usch_pw', 'd_tradex_otch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradex_usch_pw,ipw
T10_B_meansd,2.2814343533864005,2.170281605010012,,,None,main,,ipw
T10_C_c1,-0.491003244626295,0.12295389834177295,1444.0,0.39063490838096593,"('d_sh_empl_mfg', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_c1_fs_z1,0.7163123716972796,0.09101069144245208,1444.0,0.5451376618493493,None,main,,ipw
T10_C_c1_fs_z1_clusterSE_info,0.7163123716972796,0.09450035916191205,1444.0,,None,main,,ipw
T10_C_c1_fs_z2,-1.047787689283453,0.2549111410340508,1444.0,0.5451376618493493,None,main,,ipw
T10_C_c1_fs_z2_clusterSE_info,-1.047787689283453,0.24859261855642337,1444.0,,None,main,,ipw
T10_C_c2,-0.010112078592649825,0.19964333651362434,1444.0,0.3755800245690848,"('d_sh_empl_nmfg', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_c3,0.7067039655317058,0.5145696297100717,1444.0,0.21115959115762994,"('d_avg_lnwkwage_mfg', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_c4,-0.4137078534916942,0.36796641738205993,1444.0,0.6070138153499312,"('d_avg_lnwkwage_nmfg', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_c5,0.8421332147456804,0.3570477631861619,1444.0,0.5750056097311109,"('lnchg_trans_totindiv_pc', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_c6,-1.229229553120674,0.817427955208746,1444.0,0.4623257667960181,"('relchg_avg_hhincwage_pc_pw', 'd_tradeusch_netinput_pw', 'd_inputotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_tradeusch_netinput_pw,ipw
T10_C_meansd,1.462602213052919,1.4785493129077385,,,None,main,,ipw
T10_D_c1,-0.45309771306358465,0.10396388407327387,1444.0,0.38817336791538215,"('d_sh_empl_mfg', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_c1_fs_z1,0.7028875644255014,0.09869149745716792,1444.0,0.5229201792905855,None,main,,ipw
T10_D_c1_fs_z1_clusterSE_info,0.7028875644255014,0.10788875346320106,1444.0,,None,main,,ipw
T10_D_c1_fs_z2,-0.316900240448659,0.07409219123186282,1444.0,0.5229201792905855,None,main,,ipw
T10_D_c1_fs_z2_clusterSE_info,-0.316900240448659,0.07959751064187155,1444.0,,None,main,,ipw
T10_D_c2,-0.0925572183988881,0.15191862018299165,1444.0,0.37098322714008924,"('d_sh_empl_nmfg', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_c3,0.4550386164091277,0.4214259738707679,1444.0,0.2104485145124375,"('d_avg_lnwkwage_mfg', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_c4,-0.47262395986992806,0.27207386542478196,1444.0,0.6074995675296098,"('d_avg_lnwkwage_nmfg', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_c5,0.7287730757602173,0.3448739370888354,1444.0,0.5754373513920246,"('lnchg_trans_totindiv_pc', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_c6,-1.3879076505571866,0.5802741142721963,1444.0,0.45768456917798683,"('relchg_avg_hhincwage_pc_pw', 'd_netimpusch_pw', 'd_expotch_pw_lag d_tradeotch_pw_lag', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_netimpusch_pw,ipw
T10_D_meansd,1.5811790318373518,1.6647008901424936,,,None,main,,ipw
T10_F_c1,-0.5713335861098017,0.09845982983587426,1444.0,0.3816147456211262,"('d_sh_empl_mfg', 'd_nettradefactor_usch_io', 'd_expfactor_otch_lag_io d_tradefactor_otch_lag_io', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_nettradefactor_usch_io,ipw
T10_F_c1_fs_z1,0.7162415050675037,0.06877038170597281,1444.0,0.5960102545240729,None,main,,ipw
T10_F_c1_fs_z1_clusterSE_info,0.7162415050675037,0.08192364223746328,1444.0,,None,main,,ipw
T10_F_c1_fs_z2,-0.2771739748887946,0.06359023055422901,1444.0,0.5960102545240729,None,main,,ipw
T10_F_c1_fs_z2_clusterSE_info,-0.2771739748887946,0.05901103186357981,1444.0,,None,main,,ipw
T10_F_c2,-0.11885931767975076,0.1523848577129621,1444.0,0.3677500525554003,"('d_sh_empl_nmfg', 'd_nettradefactor_usch_io', 'd_expfactor_otch_lag_io d_tradefactor_otch_lag_io', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_nettradefactor_usch_io,ipw
T10_F_c3,0.5917490149439664,0.49651474590477124,1444.0,0.21424553101320243,"('d_avg_lnwkwage_mfg', 'd_nettradefactor_usch_io', 'd_expfactor_otch_lag_io d_tradefactor_otch_lag_io', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_nettradefactor_usch_io,ipw
T10_F_c4,-0.6568883384674999,0.2583715111023582,1444.0,0.6047163452131041,"('d_avg_lnwkwage_nmfg', 'd_nettradefactor_usch_io', 'd_expfactor_otch_lag_io d_tradefactor_otch_lag_io', 'l_sh_empl_f l_sh_popedu_c l_sh_popfborn l_sh_routine33 l_shind_manuf_cbp l_task_outsource reg* t2', '')",main,d_nettradefactor_usch_io,ipw
