spec,sp_iv_weights_kw_b,sp_iv_weights_kw_se,sp_iv_sqrtw_b,sp_iv_sqrtw_se
T3_c1,-0.6215758121661288,0.1649268838376449,-0.7460300654047494,0.0688067766720707
T3_c6,-0.3028266112534408,0.10210171066642326,-0.5963600553615809,0.10037716987707815
