,coef
treat_m4,9.71024528411378e-06
treat_m3,-2.824651057923777e-05
treat_m2,-0.00021927413038793137
treat_m1,-0.0007986979657595932
treat_p0,0.0005501075604434518
treat_p1,0.00011141380667450507
treat_p2,-9.344321233528672e-05
treat_p3,0.00029083830739577336
treat_p4,-3.204820177009592e-05
L4treat_m4,-1.3302446579658252e-05
L4treat_m3,-3.462836839819319e-05
L4treat_m2,-0.00011180902404024001
L4treat_m1,-0.0005278500227536235
L4treat_p0,0.0004165252715893688
L4treat_p1,4.725185901187466e-06
L4treat_p2,-9.964862551591533e-05
L4treat_p3,9.93404255294678e-05
L4treat_p4,4.238448617628164e-05
L8treat_m4,-4.191017867790369e-05
L8treat_m3,-2.7213157528572247e-05
L8treat_m2,-0.00012418608544869004
L8treat_m1,-0.0005293110124725526
L8treat_p0,0.0006029619224294199
L8treat_p1,7.694454238651092e-05
L8treat_p2,4.738611722582473e-05
L8treat_p3,0.00019196767953058547
L8treat_p4,7.139609225834625e-05
L12treat_m4,-3.7801597519223213e-05
L12treat_m3,4.202198457638543e-05
L12treat_m2,-0.00017055802946820206
L12treat_m1,-0.0005854057820017832
L12treat_p0,0.000507392796933275
L12treat_p1,6.462767279204396e-05
L12treat_p2,0.0002460089092642565
L12treat_p3,0.0001549093987604804
L12treat_p4,0.00012330068428516758
L16treat_m4,5.762851821031582e-05
L16treat_m3,-7.184050757510249e-06
L16treat_m2,-0.00019449078642809549
L16treat_m1,-0.00041670930798926975
L16treat_p0,0.00042848866011528663
L16treat_p1,-6.972280838866216e-05
L16treat_p2,7.877950570890613e-05
L16treat_p3,0.00025099535048677703
L16treat_p4,-4.0139142833639843e-05
treat_p5,-0.0002599455668282259
treat_p6,8.883004475755995e-05
treat_p7,0.00010365534055506719
treat_p8,-0.0002252236083821132
treat_p9,-3.3938763282677635e-05
treat_p10,1.4780398220851808e-05
treat_p11,2.8064066833440875e-05
treat_p12,-8.74991168163617e-05
treat_p13,8.961267701763107e-05
treat_p14,-0.00018263359658375974
treat_p15,4.479071609115191e-05
treat_p16,-8.2504997866399e-05
treat_p17,1.1720250060733975e-05
L4treat_p5,0.00011484680748570443
L4treat_p6,0.00021011809747681636
L4treat_p7,-6.33189641615433e-06
L4treat_p8,-0.00010810548610846644
L4treat_p9,9.393528370418264e-05
L4treat_p10,-7.395731041694818e-05
L4treat_p11,0.000225746903752549
L4treat_p12,-7.259829724465227e-05
L4treat_p13,-0.00012728748814949906
L4treat_p14,8.58660143162718e-05
L4treat_p15,7.457680220852166e-06
L4treat_p16,-0.00015719005522701318
L4treat_p17,-0.00010276310904943202
L8treat_p5,0.0001236361728998422
L8treat_p6,0.0002637341928873671
L8treat_p7,2.3773091461094975e-05
L8treat_p8,-0.0001427658105797107
L8treat_p9,-9.794791929839944e-05
L8treat_p10,0.00013707159784784228
L8treat_p11,4.7284968712870976e-05
L8treat_p12,-0.00016930227340220165
L8treat_p13,2.226483258560227e-05
L8treat_p14,-0.000264152662630534
L8treat_p15,3.3768934723653126e-05
L8treat_p16,-7.017853605002187e-05
L8treat_p17,-0.00023832568297324955
L12treat_p5,-2.0656936109694538e-05
L12treat_p6,0.00013766057740080065
L12treat_p7,-5.194798032809875e-05
L12treat_p8,-0.00028829434545604515
L12treat_p9,0.00010910522654179768
L12treat_p10,3.3234009616092814e-05
L12treat_p11,-0.0001837552740127393
L12treat_p12,-0.0002046256311357892
L12treat_p13,0.00017462484237344757
L12treat_p14,-0.00010278279102857078
L12treat_p15,0.00012421264865141314
L12treat_p16,-0.00010768905501369643
L12treat_p17,-0.00014749577791747545
L16treat_p5,6.51005922748102e-05
L16treat_p6,0.0003629269505430113
L16treat_p7,-2.5848898251843312e-05
L16treat_p8,-0.00019255871066872537
L16treat_p9,0.00014518264122279588
L16treat_p10,0.00012683597359285884
L16treat_p11,-0.00016643351141728727
L16treat_p12,-0.00011925864541281356
L16treat_p13,0.0002272407978980728
L16treat_p14,-0.00014965249216587466
L16treat_p15,0.0002398110902576219
L16treat_p16,-0.0003807984797335545
L16treat_p17,-0.00019271038838618141
F12treat_m4,-6.75618656988145e-05
F12treat_m3,-6.68854323080653e-05
F12treat_m2,-5.4667158324439554e-05
F12treat_m1,-0.00013841992618579714
F12treat_p0,0.000196972971892433
F12treat_p1,-0.00010412361400364146
F12treat_p2,-7.71472593312734e-05
F12treat_p3,0.00016155295921881956
F12treat_p4,-1.624583740868303e-05
F8treat_m4,-5.479204937515237e-05
F8treat_m3,-2.2014938377782297e-06
F8treat_m2,-5.722085817382647e-05
F8treat_m1,-3.213113708778083e-05
F8treat_p0,-9.34848355342816e-06
F8treat_p1,-3.218954012785639e-05
F8treat_p2,-5.399853339160263e-05
F8treat_p3,0.000203265771467164
F8treat_p4,-0.00022497151479176206
window_m4,6.54864703508987e-05
window_m3,6.833019995545929e-05
window_m2,0.00010630861252894795
window_m1,0.0005326474293806337
window_p0,-3.297362270206114e-05
window_p1,0.00017148952497392532
window_p2,2.7793058358680738e-05
window_p3,-0.00012587093722417778
window_p4,4.136261570491151e-05
