,coef
L8treat_p5,4.3848515875012024e-05
L8treat_p6,9.408959078463723e-05
L8treat_p7,2.8063653243353797e-05
L8treat_p8,-6.667051501401399e-05
L8treat_p9,1.0617092694515136e-05
L8treat_p10,-5.71046982356378e-05
L8treat_p11,0.00012852164593546623
L8treat_p12,-7.20673574572795e-05
L8treat_p13,7.572705648871993e-05
L8treat_p14,-0.00012432997451759892
L8treat_p15,-1.2229024833417862e-05
L8treat_p16,-4.938762730500152e-05
L8treat_p17,-0.00012811867109733816
L12treat_p5,-7.544425836135281e-05
L12treat_p6,0.00011651734799705557
L12treat_p7,4.7116551602276944e-05
L12treat_p8,-0.00025596774959035616
L12treat_p9,4.097953533277179e-05
L12treat_p10,-1.4374657424766859e-05
L12treat_p11,-2.6456284259792817e-05
L12treat_p12,-0.00010745345426390647
L12treat_p13,0.00018225844138537758
L12treat_p14,-8.588327649375263e-05
L12treat_p15,9.009365225518379e-05
L12treat_p16,-3.913911422919909e-05
L12treat_p17,-8.081608701031277e-05
L16treat_p5,-2.6676291952863574e-05
L16treat_p6,0.0003311485294488876
L16treat_p7,-6.647197319578742e-05
L16treat_p8,-0.0001671464234523197
L16treat_p9,0.0001272615933688269
L16treat_p10,6.127183226761716e-05
L16treat_p11,-8.743087654270247e-05
L16treat_p12,-1.617980484305024e-05
L16treat_p13,7.706637094818734e-05
L16treat_p14,-6.270656995141105e-05
L16treat_p15,6.77162822380888e-05
L16treat_p16,-0.00016088181701109407
L16treat_p17,-0.00017185754129087053
F12treat_m4,-0.00013894282816089948
F12treat_m3,-0.00021002284268623617
F12treat_m2,-0.0001447062369030625
F12treat_m1,-0.00043048897612706685
F12treat_p0,0.000562779883843255
F12treat_p1,1.906951818210481e-05
F12treat_p2,1.2884203422601134e-05
F12treat_p3,0.0001263359824076105
F12treat_p4,-0.00016771182987686636
F8treat_m4,-5.9847971225578346e-05
F8treat_m3,-0.00015786966751748198
F8treat_m2,2.6408586726850202e-05
F8treat_m1,-0.00013620641042983778
F8treat_p0,0.0001338269199599113
F8treat_p1,-4.2151444290742885e-05
F8treat_p2,-2.3025197683301607e-05
F8treat_p3,0.00023555065728001707
F8treat_p4,-0.0003305222968474823
window_m4,0.00017367724281393664
window_m3,0.00022996934208397083
window_m2,-3.300410400084452e-05
window_m1,0.0017405411621767104
window_p0,-0.0004344392771516447
window_p1,-9.84929117540402e-07
window_p2,-0.0001031448563685734
window_p3,-0.00025052302634277106
window_p4,3.085372280653771e-06
F12treat_p5,-4.168185448203332e-05
F12treat_p6,0.00012498919317938337
F12treat_p7,-2.8397327076337083e-05
F12treat_p8,-0.0002494714807824148
F12treat_p9,-3.97686855267552e-05
F12treat_p10,-4.194984075485695e-06
F12treat_p11,-7.577071388008395e-05
F12treat_p12,7.635901251759849e-07
F12treat_p13,3.1076682701238876e-05
F12treat_p14,-1.2013436413452493e-05
F12treat_p15,7.038422569186115e-05
F12treat_p16,-0.00011281708343650203
F12treat_p17,-1.6969701359819475e-05
F8treat_p5,-5.979635459860412e-05
F8treat_p6,0.00010205293196226193
F8treat_p7,-2.31432682400268e-05
F8treat_p8,-3.922837338214997e-05
F8treat_p9,2.809347045851494e-05
F8treat_p10,-1.8024348235760778e-06
F8treat_p11,1.5428057890629246e-05
F8treat_p12,0.00015941391077799988
F8treat_p13,6.158383477518222e-05
F8treat_p14,-2.7637659628429772e-05
F8treat_p15,3.1489573662078365e-06
F8treat_p16,-5.603537629471821e-05
F8treat_p17,4.798356516827721e-06
window_p5,-7.645421051206199e-05
window_p6,-0.0002680826673741834
window_p7,-0.00016665459325293839
window_p8,7.569736424639448e-06
window_p9,-0.00016927342754619807
window_p10,-8.348761979860564e-05
window_p11,-0.00012877621272749598
window_p12,-9.450819802342484e-05
window_p13,-0.00013087089158005702
window_p14,-7.089222790542673e-05
window_p15,-0.00016923568814244104
window_p16,-4.307195541464363e-05
window_p17,-9.796110364127635e-05
