,coef
F8treat_m4,-1.6780041990399976e-05
F8treat_m3,-4.429871548014927e-05
F8treat_m2,9.085452048569059e-05
F8treat_m1,-0.0001747477099399217
F8treat_p0,-0.00018852963783754826
F8treat_p1,-6.164190898898131e-05
F8treat_p2,0.00018768394234227836
F8treat_p3,0.0003029493247103812
F8treat_p4,-0.0002712837424433755
window_m4,9.966912867706588e-05
window_m3,0.00015939792352038693
window_m2,2.0124984869926057e-05
window_m1,0.0010852266447913487
window_p0,0.00019495751826212638
window_p1,6.165583675366633e-05
window_p2,-4.345512165404653e-05
window_p3,-0.0001636083199537384
window_p4,0.00011051434833738965
F12treat_p5,-0.00011904802306823435
F12treat_p6,-8.340517272036182e-05
F12treat_p7,-0.00017034112057833826
F12treat_p8,-0.0003545240492708553
F12treat_p9,-9.311075887115463e-05
F12treat_p10,-3.414122126117487e-05
F12treat_p11,-0.0002258786314412478
F12treat_p12,-0.00018274081644091536
F12treat_p13,8.300838316512744e-05
F12treat_p14,3.507950800629583e-05
F12treat_p15,0.0001761121320212112
F12treat_p16,3.0407344443879213e-05
F12treat_p17,1.3153213102164808e-05
F8treat_p5,-3.8280100131048526e-05
F8treat_p6,-0.00014881417933475472
F8treat_p7,-7.365683283297249e-06
F8treat_p8,-6.912773673672943e-05
F8treat_p9,9.860505408513113e-05
F8treat_p10,4.7856772379645794e-05
F8treat_p11,-0.00016634501181160075
F8treat_p12,-9.175915374938661e-05
F8treat_p13,-1.872185647782012e-05
F8treat_p14,-5.3684065401043e-05
F8treat_p15,0.0001003528711352613
F8treat_p16,-9.880632846652061e-05
F8treat_p17,-0.00010286381940904725
window_p5,-4.257135043071727e-05
window_p6,-8.499007631207725e-05
window_p7,-0.000114675340430863
window_p8,3.8022335723118755e-05
window_p9,-0.0001661017920397334
window_p10,-0.00012064277406588745
window_p11,3.7466549239218664e-05
window_p12,0.00012796372285436651
window_p13,-8.609220369103674e-05
window_p14,-0.00012112311068507676
window_p15,-0.0002889757323713903
window_p16,-0.00011074288145554465
window_p17,-8.353533049459894e-05
