,coef
L8treat_p10,-9.538083270789505e-05
L8treat_p11,0.000129843346535627
L8treat_p12,8.766870666107785e-05
L8treat_p13,-9.850675672285764e-07
L8treat_p14,-6.0731614112388266e-05
L8treat_p15,-6.977845566537221e-05
L8treat_p16,1.2286522863760952e-05
L8treat_p17,-9.44067673031364e-06
L12treat_p5,0.00010294894660782377
L12treat_p6,0.00015801154797720889
L12treat_p7,-2.0769613549972205e-05
L12treat_p8,-0.00016832953528406007
L12treat_p9,1.9378783746781667e-05
L12treat_p10,-9.77597677728152e-06
L12treat_p11,-1.5049008762771924e-05
L12treat_p12,-5.161402606689394e-05
L12treat_p13,6.517842277155159e-05
L12treat_p14,-9.145609518643644e-06
L12treat_p15,5.817019788623227e-06
L12treat_p16,4.153250718566523e-05
L12treat_p17,1.7865926262508926e-05
L16treat_p5,-8.187702492554771e-05
L16treat_p6,0.00024707346488645496
L16treat_p7,5.826964292770964e-05
L16treat_p8,1.3550921525278504e-05
L16treat_p9,-0.00012739218087512108
L16treat_p10,0.00013705075711094872
L16treat_p11,2.1870826907640437e-05
L16treat_p12,3.5358889924030025e-05
L16treat_p13,1.4491139710834263e-05
L16treat_p14,6.447491290182924e-05
L16treat_p15,-4.272858236830354e-05
L16treat_p16,0.00012698280290731408
L16treat_p17,4.18098493442707e-06
F12treat_m4,-0.0005636134553174734
F12treat_m3,-0.0008821004411632829
F12treat_m2,-3.389760687791194e-05
F12treat_m1,-0.0018589962323159988
F12treat_p0,0.002862955793245461
F12treat_p1,0.0002653510932724087
F12treat_p2,0.00047956603190722275
F12treat_p3,0.000492006210312886
F12treat_p4,0.00012919893836747738
F8treat_m4,-0.0003183314090757598
F8treat_m3,-0.0008548570201608058
F8treat_m2,0.0004271010867468614
F8treat_m1,-0.0008571489264978712
F8treat_p0,0.0014780167410089007
F8treat_p1,0.0003958213668710768
F8treat_p2,-5.130420448546767e-05
F8treat_p3,0.00041553901629161544
F8treat_p4,-5.019791504339695e-05
window_m4,0.0006209732142079216
window_m3,0.0006382074705082368
window_m2,-0.0011592562616974445
window_m1,0.005747746160801504
window_p0,-0.0033790864393365818
window_p1,-0.0012402789220907371
window_p2,-0.0009876614111652058
window_p3,-0.00123488900769728
window_p4,-0.000658374511937822
F12treat_p5,8.534425094749887e-05
F12treat_p6,0.00010295720242070956
F12treat_p7,-8.978458853720181e-05
F12treat_p8,-0.000267590480193093
F12treat_p9,5.2059669587545706e-05
F12treat_p10,4.641219744012491e-05
F12treat_p11,-0.00012870786765634959
F12treat_p12,7.701287578637501e-06
F12treat_p13,-7.728481510750037e-06
F12treat_p14,-8.258413230143269e-07
F12treat_p15,-4.769124461565736e-06
F12treat_p16,6.872085811086854e-05
F12treat_p17,1.3044020156918442e-06
F8treat_p5,0.00018847598076243192
F8treat_p6,6.315398329934781e-05
F8treat_p7,5.422961430723113e-05
F8treat_p8,9.013158178918246e-05
F8treat_p9,8.318418007170273e-05
F8treat_p10,-2.2540265094208088e-06
F8treat_p11,0.00010568596785595456
F8treat_p12,0.00012854048024515038
F8treat_p13,-5.7186515082096466e-05
F8treat_p14,-2.0172374367796423e-05
F8treat_p15,-6.380144881746627e-05
F8treat_p16,7.280323021533131e-05
F8treat_p17,-9.391363046847647e-06
window_p5,-0.00041455817089868733
window_p6,-0.0003413020037654363
window_p7,-0.00019288386246381573
window_p8,9.5435841440159e-06
window_p9,-3.343335956880434e-05
window_p10,-2.644176464018309e-05
window_p11,-7.288178933043971e-05
window_p12,-2.5287751933926704e-05
window_p13,-8.272088818676946e-06
window_p14,-1.8405450271009687e-05
window_p15,2.1093194232171148e-05
window_p16,-5.492457997848777e-05
window_p17,1.0165459332079847e-06
