,treat_m4,treat_m3,treat_m2,treat_m1,treat_p0,treat_p1,treat_p2,treat_p3,treat_p4,L4treat_m4,L4treat_m3,L4treat_m2,L4treat_m1,L4treat_p0,L4treat_p1,L4treat_p2,L4treat_p3,L4treat_p4,L8treat_m4,L8treat_m3,L8treat_m2,L8treat_m1,L8treat_p0,L8treat_p1,L8treat_p2,L8treat_p3,L8treat_p4,L12treat_m4,L12treat_m3,L12treat_m2,L12treat_m1,L12treat_p0,L12treat_p1,L12treat_p2,L12treat_p3,L12treat_p4,L16treat_m4,L16treat_m3,L16treat_m2,L16treat_m1,L16treat_p0,L16treat_p1,L16treat_p2,L16treat_p3,L16treat_p4,F12treat_m4,F12treat_m3,F12treat_m2,F12treat_m1,F12treat_p0,F12treat_p1,F12treat_p2,F12treat_p3,F12treat_p4,F8treat_m4,F8treat_m3,F8treat_m2,F8treat_m1,F8treat_p0,F8treat_p1,F8treat_p2,F8treat_p3,F8treat_p4,window_m4,window_m3,window_m2,window_m1,window_p0,window_p1,window_p2,window_p3,window_p4
treat_m4,1.8530671373955902e-09,5.91310900820623e-10,3.2632153889535556e-10,3.6336656051968716e-09,-2.296253106040097e-09,2.807708007927949e-10,1.5830156528533856e-09,-3.742004560409077e-10,4.535313140835196e-10,1.7567536753227341e-09,-1.1164320642449132e-09,-1.430760936259011e-09,5.697546903333683e-09,-2.534256986990958e-09,8.47306961088185e-10,-2.391302703602404e-10,1.3900363249603015e-09,3.459173302597117e-10,2.2311220896889748e-09,-5.858923304255702e-10,3.9650199938760603e-10,2.7123558092984798e-09,-6.521755757028281e-10,1.3445142330669125e-09,-1.8480563076258329e-09,1.8420082433562909e-09,4.292178052629004e-10,1.881115396846148e-09,6.948495850142641e-10,9.962731864076256e-10,3.625772449067053e-09,-4.347230723345425e-10,2.778533409191733e-09,1.0678061545452304e-09,-4.560810968540115e-10,-9.697079320018834e-10,9.937979506735655e-10,1.1796842521254316e-09,5.544126078196339e-10,1.4285260665647323e-09,-7.22728910736772e-10,4.159779915933055e-09,-3.11778349616065e-10,9.505909629343109e-11,-1.0824163981684682e-09,6.294326588110962e-10,3.920550203193911e-10,2.8019312780754287e-10,7.999270652179041e-10,-7.578198254302245e-10,-9.338107629042853e-10,4.755387068087764e-10,1.7671160180031507e-09,3.65619412481012e-11,6.284739409100828e-10,-6.882138190486425e-10,-1.3372340875264948e-09,3.5533741109347435e-09,-1.4223442458495873e-09,-4.537868265864621e-10,9.62741580565084e-10,6.22974012665677e-10,4.969693652249437e-10,-6.614899302698339e-10,-9.042330546393445e-12,-1.2431901449008187e-10,-4.083521171641909e-09,-8.92160078934133e-11,-2.1734997700302942e-09,-9.873189254239e-10,-6.965130194522669e-10,-6.047066256400414e-10
treat_m3,5.913109008206145e-10,1.096642413679362e-09,2.6857563801113166e-09,6.649489297857165e-09,-7.273559355677694e-09,-1.7927268777601395e-09,7.055655799648064e-10,4.309261391265827e-10,6.114658070824656e-11,4.681263586071834e-10,2.419133667817905e-10,-6.811002485959114e-10,7.507814996912708e-09,-5.631488683578514e-09,-1.461792578434443e-09,4.2272420937982995e-11,1.2290357766948495e-09,3.115310696049427e-10,5.534878228402454e-10,9.62951718700742e-10,1.7242563107329274e-09,6.9663708588740185e-09,-4.593892821802884e-09,9.703387574928727e-10,-9.525733576542347e-10,2.3285817600451523e-09,3.00346337679649e-10,1.289600077301954e-09,2.3364179265115798e-09,6.815756404002736e-10,7.238012402896324e-09,-5.7907076778345505e-09,8.88376469338074e-10,8.875381055621014e-10,-2.627406755834507e-10,-1.3785307158986651e-09,7.048373797920799e-10,2.018992196151096e-09,1.313284429526987e-10,4.386408862384253e-09,-4.3067237063790975e-09,2.9280823887319513e-09,8.718981323151801e-10,-2.3208877762725825e-10,-1.1336046349212054e-09,4.811065945048951e-10,1.2535560412041592e-09,1.3828586332129835e-09,1.7813447098852974e-09,-3.2071210438275053e-10,-2.3148717356157084e-09,-6.594468257318845e-10,3.9233199042242594e-10,2.580475327591156e-10,6.00125070765112e-10,8.521222249602466e-11,-1.6691417445123676e-10,2.6801006112340016e-09,-1.918150156374681e-09,-9.1554647870621e-10,2.779340005113631e-10,-1.1701531231814318e-10,4.251941266351718e-10,-6.375140238270053e-10,-6.931184179187692e-10,-5.832066760815141e-10,-1.0228401478874182e-08,3.2502351418662617e-09,1.8455486617421577e-09,8.261485411341552e-10,1.0482891419717337e-09,1.3020293208850981e-09
treat_m2,3.2632153889536104e-10,2.6857563801113154e-09,3.787674539466752e-08,4.821829819503455e-08,-7.758066869357355e-08,-2.0692006902533858e-08,4.228154741897626e-09,5.695224140568746e-09,3.2076542359630506e-10,9.782993354986785e-10,6.621967721026934e-10,1.0478506959762111e-08,6.034793378385334e-08,-5.196807148528718e-08,-1.3866709365825264e-08,-7.617570173242368e-09,1.1953969190949363e-08,3.1093976706142178e-09,9.028463326818377e-10,4.254592963877161e-09,2.554838889473904e-08,4.945033218283573e-08,-6.088600086623266e-08,9.205993290810236e-09,-1.47795879521888e-08,1.4669738694039505e-08,4.0810305446153906e-10,7.061443782698096e-09,1.5659659182113546e-08,1.533706478336776e-08,5.892231489638941e-08,-5.34305168054996e-08,1.3140121548473627e-08,-8.296345911530699e-11,2.3100524724971747e-09,-5.9589510396297276e-09,2.6831531872199565e-09,1.4540073121977282e-08,8.808443473783937e-09,3.7234595462284e-08,-4.243959903676896e-08,1.5845413307951537e-08,8.718218599044953e-09,8.850632437965205e-10,-8.666518941322674e-09,2.677559911346915e-09,1.044247834411094e-08,1.815719857014404e-08,1.6287836320975384e-08,3.1331710833682423e-09,-4.048143006699264e-09,-9.70527610902233e-10,5.756719306727809e-09,3.517392299986811e-09,3.440343258313371e-09,1.8285634102269372e-09,1.4698562209696874e-08,1.8359610088910532e-08,-9.023577471296487e-09,-7.175116412583811e-10,-2.6495651812904704e-09,3.757838569420579e-09,6.489202267262184e-10,-2.6167963414052927e-09,-3.2722199757480443e-09,-7.020431210555686e-09,-8.740180436031669e-08,2.85726084596135e-08,1.858667913190444e-08,1.124654344291604e-08,9.540398585660777e-09,1.1961973410662297e-08
treat_m1,3.6336656051968476e-09,6.649489297857188e-09,4.821829819503477e-08,1.2515488523712337e-07,-1.3833930719244063e-07,-3.928106363441244e-08,9.252442830855216e-09,7.450590633514707e-09,-4.3952803349095545e-09,6.612478944639664e-09,2.6153139140218712e-09,-6.925506177876443e-09,1.451243309129004e-07,-9.163126229239853e-08,-3.975957784987371e-08,-1.0928404428269674e-08,2.4992570630870966e-08,-4.576294486801061e-10,6.3136509128369356e-09,1.0440329416150594e-08,3.474152612188115e-08,1.3095810437203326e-07,-9.894396628532641e-08,7.164089196420833e-09,-1.984915003793951e-08,3.763743431896835e-08,5.781165987606507e-10,1.9373928837865773e-08,3.3818279701802715e-08,1.1985127805081222e-08,1.4679851822418153e-07,-1.0650835561426494e-07,1.5016376202542797e-08,7.479190291086206e-09,1.607130375527895e-09,-2.269596878920363e-08,9.772156379164852e-09,3.169761207442471e-08,2.4601126655498984e-09,9.378001104488013e-08,-8.464355677172999e-08,3.3696045222192535e-08,2.5646817982038798e-08,5.4780818593350855e-09,-2.3542894784684805e-08,8.827368511402027e-09,1.94643399694432e-08,2.7888545533261066e-08,5.160311597854225e-08,-4.464716265406856e-09,-1.724226219456653e-08,-2.1065371829483487e-09,1.0816206452208539e-08,2.0746570845498337e-10,9.923369696554694e-09,2.3918722954359762e-09,1.435362270366229e-08,5.7377030236877146e-08,-2.5445156420908863e-08,-6.053067571922052e-09,2.97904809476889e-09,-1.3694170361501385e-09,1.4641900447655962e-09,-9.745659960452157e-09,-8.258752806932795e-09,-8.142348778562392e-09,-1.9304640695789845e-07,5.843326862160721e-08,3.837238807260666e-08,1.7207107107077135e-08,1.6106595901512177e-08,2.9704213408199435e-08
treat_p0,-2.29625310604006e-09,-7.273559355677742e-09,-7.758066869357352e-08,-1.3833930719244002e-07,2.1167427343677328e-07,5.114631536339068e-08,-8.399365779348791e-09,-1.1668587460690615e-08,-3.081784096219895e-09,-4.304868549623816e-09,-1.4871177980292127e-09,-8.427643777020177e-09,-1.7433494275591807e-07,1.4224443125360062e-07,4.30853627606079e-08,1.9490152151729207e-08,-2.8806499606352575e-08,-1.2861178258357198e-08,-5.391717613547162e-09,-1.0471882860878377e-08,-5.327835903695073e-08,-1.5575570732925712e-07,1.647848507101564e-07,-1.8291804559419528e-08,3.2623510538858125e-08,-4.061524703486489e-08,-6.3792887199657956e-09,-1.957966193914889e-08,-4.2740297788928747e-08,-3.178020155795628e-08,-1.8304292641792524e-07,1.5731256149888954e-07,-2.4899155692577823e-08,-4.977379532879177e-09,1.120576038697304e-09,1.476616116189936e-08,-6.571992184561093e-09,-4.192131077338965e-08,-1.1310149876907483e-08,-1.1241686724755979e-07,1.2122175905599552e-07,-4.531321726019239e-08,-3.063473072362905e-08,-1.938317509499793e-09,2.0966443225083815e-08,-6.662035472588751e-09,-2.670517633487777e-08,-4.090373411728063e-08,-5.2220032933312104e-08,1.41863728383653e-08,1.8275782706448322e-08,4.024317260514353e-09,-1.566573106054058e-08,-8.916697979377566e-09,-9.441132826789145e-09,-5.115341673501025e-09,-2.3787034857928432e-08,-5.812533363856048e-08,3.356888078259364e-08,6.549278137542279e-09,3.109957828787731e-09,-6.996957512733881e-09,-3.6636869674415657e-09,5.001923929949223e-09,1.1280181166616632e-08,1.192734531505135e-08,2.415822478045664e-07,-8.149183893996359e-08,-4.6095740986681e-08,-2.8183883707580118e-08,-2.5891775762930165e-08,-2.9608457106697822e-08
treat_p1,2.8077080079281333e-10,-1.792726877760118e-09,-2.0692006902534066e-08,-3.928106363441272e-08,5.1146315363390354e-08,2.547626666072529e-08,-1.9592880789617013e-09,-5.885243257983177e-09,3.3545600720126183e-09,5.774085132826085e-10,-3.765583161540594e-09,-5.07231793027116e-09,-4.169630511076546e-08,3.07660342676786e-08,2.2574434194198864e-08,3.221308441769072e-09,-5.615937735692902e-09,2.606125384763131e-09,-1.3665326384356083e-09,-5.9887106578571995e-09,-1.861420322038588e-08,-4.103707445412211e-08,3.388850408648552e-08,1.0223896905136968e-08,1.0233933934297188e-08,-8.47196157585081e-09,6.408175869975171e-09,-6.766614381763852e-09,-1.3080970238026934e-08,-7.428499716134873e-09,-4.3528308757674436e-08,3.2360900276725845e-08,5.927070815150934e-09,-1.1705864772347801e-09,-2.4431880064975524e-09,7.006565382690486e-09,-4.403649101940561e-09,-1.2953937026817236e-08,-6.2917404234801125e-09,-4.014050135695769e-08,2.5535485776950933e-08,2.8539852848323553e-09,-6.874708090268572e-09,1.730673422813697e-09,1.080063463070383e-08,-5.458430679170214e-09,-9.597658478530269e-09,-9.684560099511096e-09,-1.7422643165601336e-08,1.5995462406046503e-09,8.519507037880617e-09,-5.772431887362362e-10,-2.6777193629079193e-09,6.299458573046257e-10,-4.648155248957809e-09,-3.280958444767868e-09,-8.72660550616942e-09,-1.0060871437902905e-08,1.0097412968977974e-08,3.018221437289685e-09,1.05989935643564e-09,1.0166618771880818e-09,3.2039213732909752e-09,4.600885894357772e-09,5.436619415725564e-09,5.480402675529179e-09,6.426923417169725e-08,-2.3820121156808658e-08,-2.429830670234418e-08,-8.89564073424398e-09,-6.5159586630018965e-09,-1.4266265916930282e-08
treat_p2,1.5830156528533968e-09,7.055655799648434e-10,4.228154741897545e-09,9.25244283085493e-09,-8.39936577934868e-09,-1.9592880789616107e-09,8.580126462706773e-09,-1.1659948963236054e-09,-1.6362424077388219e-09,1.1229677470443908e-09,-1.73645929917182e-09,-3.8132277222251505e-10,9.861204074607632e-09,-3.3143111730313117e-09,-2.9967605522411814e-09,6.921728621880433e-09,7.575527058383482e-10,-1.5315157763636778e-09,2.1948627599100543e-09,1.4044900338276691e-11,3.5446169234168904e-09,3.6598222794471155e-09,-3.517880046524467e-09,3.75640499981454e-09,3.76606873476707e-09,4.67028218661917e-12,-1.5504083937244633e-09,1.8705833070708604e-09,1.2962406544320863e-09,1.4135471492426347e-09,3.175413223200954e-09,-1.5678532505947149e-09,4.186319601942952e-09,5.436509621680136e-09,-1.1688004049938774e-09,-1.896264446306879e-09,1.8149003883060647e-09,1.2885637598462074e-09,7.891648066725368e-10,3.793242371948457e-09,-7.306944721731225e-09,1.0565652370000017e-08,7.406461034132894e-09,-5.964352482065655e-10,-4.033523183624868e-10,1.6725172066220439e-09,5.36550270973978e-10,2.427011009749307e-09,1.8815166208144497e-09,4.405986962493522e-09,7.581415971887571e-10,2.0769127751651277e-09,-9.289049073191735e-10,-5.313698964494567e-10,6.02764626834945e-10,-7.217989772107688e-10,1.4890864528061449e-09,5.371803333774927e-09,-1.1659107436309165e-09,1.147604308826781e-09,3.221713374247876e-09,-1.990920828393402e-09,-9.168317719400811e-10,-1.732190414315721e-09,1.1603198711674449e-09,-1.1565327553972563e-09,-1.3751972238157255e-08,2.9548585228522225e-09,-1.0193713437527544e-09,-3.9275926431765355e-09,1.6174824427790566e-09,2.5656439476802943e-09
treat_p3,-3.7420045604089226e-10,4.309261391266537e-10,5.695224140568778e-09,7.450590633514564e-09,-1.1668587460690626e-08,-5.885243257983239e-09,-1.165994896323764e-09,8.296675190262793e-09,2.788340571366841e-10,2.2104105145437373e-10,1.115574484816212e-09,3.071257093608079e-09,7.986452419688405e-09,-6.623221558815361e-09,-4.486263993848327e-09,-2.339636582436037e-09,4.26949263680714e-09,-1.1259676998864547e-09,6.69402480307571e-10,1.1308764694125267e-09,6.214563650016756e-09,9.557173824953619e-09,-7.884586166621215e-09,-4.861091532988229e-09,-4.1999272980308035e-09,6.514476292016211e-09,-2.071763601442227e-09,1.7960982606422594e-09,2.4559537767077242e-09,4.60223285495749e-09,1.0389176071871767e-08,-6.141483034372177e-09,-1.3157476203959785e-09,-1.7444097695860986e-10,5.351175073891638e-09,-7.691955296299159e-10,1.0427409279187098e-09,3.274678130756269e-09,3.3221423282095486e-09,1.1413458155760847e-08,-1.7958109343007652e-09,-2.3902565829571103e-09,-5.559946061919925e-10,2.3409528876992824e-09,-3.2383901507835233e-09,9.397144669048071e-10,2.541194595480917e-09,1.4851237670899234e-09,5.1308245259136115e-09,-3.4642891849402468e-09,-2.475049710715761e-09,6.754219913813618e-10,4.393571929301084e-09,2.7320061060679227e-10,7.839069837752975e-10,9.255687517986735e-10,1.44201119354855e-09,1.0965946959637835e-09,-4.505198573371908e-09,-1.4117332865428142e-09,-1.1456049065747733e-09,4.668814445728673e-09,-6.991930809335622e-10,-3.4518835003330556e-10,-1.7517656323313966e-09,-1.8305406727051452e-09,-1.2627965992729602e-08,5.0261171682893645e-09,5.478632920950908e-09,2.264493976585698e-09,-2.658998257305952e-09,2.96962411350403e-09
treat_p4,4.53531314083538e-10,6.114658070828011e-11,3.2076542359648146e-10,-4.395280334909869e-09,-3.0817840962200726e-09,3.354560072012743e-09,-1.636242407738913e-09,2.7883405713663014e-10,6.924701901676815e-09,5.223561057508784e-10,-2.030095274955828e-09,1.916127248077108e-09,-4.933438266088892e-09,-4.226008336266534e-09,8.060441558147626e-09,-2.7499855336098378e-09,1.18134916106992e-09,4.881863613051685e-09,8.527787909313215e-10,-1.8905549244482645e-09,-5.359604935558706e-10,-3.1145668641269215e-09,-2.8581310436618728e-09,4.213783459400954e-09,-9.287760514387173e-10,1.3437233739992056e-09,2.6635938120686564e-09,-9.67781907250556e-10,-1.449653752553903e-09,2.084048246163366e-09,-6.820137243650891e-10,-4.316392418463094e-09,3.6092283447825263e-09,2.3516594071087425e-10,6.383503486832221e-11,3.4341521481418732e-09,-6.311066253639844e-10,-1.0884928545159594e-09,5.826647374438057e-10,-1.8788047675992486e-09,-5.454255118277215e-10,4.209050807592756e-09,-2.7745052008762753e-09,-5.856418481049837e-10,2.5100464669354896e-09,-1.3154036439327189e-09,-7.716286602829423e-10,-7.954869750066273e-10,-4.312507845983743e-09,-3.590787971245276e-09,-1.1592536054518671e-10,3.754461685295706e-11,3.0787452726349915e-09,3.010212485633464e-09,-1.5898912664392177e-09,-1.2434213969886976e-10,-1.3467965457597846e-09,-3.0232593776029512e-09,-7.980125020745235e-10,-8.125394636441738e-10,-1.307978523774551e-09,4.118556799173195e-09,1.145345595182921e-09,1.3527330578118673e-09,3.237212262728208e-10,1.1504181871738812e-09,5.358377152066466e-09,-1.3351722998196593e-09,-4.832593106505618e-09,1.120587636742398e-09,-1.2150577958376384e-09,-4.411821511683755e-09
L4treat_m4,1.7567536753227136e-09,4.681263586071842e-10,9.78299335498686e-10,6.612478944639691e-09,-4.304868549623854e-09,5.774085132825818e-10,1.1229677470443904e-09,2.2104105145437942e-10,5.223561057508768e-10,2.5710588893588625e-09,-9.948673469509145e-10,-1.986738456731603e-09,1.0221781594271199e-08,-4.4932967382303295e-09,4.1631653358723795e-10,-1.4859578760344366e-09,2.9027853137374246e-09,1.9569323515642736e-10,2.569495827072529e-09,-6.248851544716542e-10,6.287257010760207e-10,6.930094949180917e-09,-3.4650708117961276e-09,2.322082466418722e-09,-2.6993532027154457e-09,4.2864471196175524e-09,1.0475058880271665e-09,2.593983011333436e-09,1.219278797107911e-09,1.0668460392579847e-09,7.988868936854843e-09,-3.1394529308872066e-09,4.6792621621791634e-09,7.015406470996949e-10,3.503444192353443e-10,-2.3402646483974445e-09,1.2683186974183158e-09,1.71018083922748e-09,-4.5059109515892676e-11,3.277445679375356e-09,-2.6969673776514224e-09,4.7743828296179925e-09,4.927021419792251e-10,1.161323601642015e-09,-1.413472708992478e-09,5.813306427989944e-10,2.5995158093263815e-10,1.0224964896422895e-09,2.933855972243476e-09,-1.7282891476026312e-09,-4.441416982246882e-10,4.200298040590158e-10,2.255652577015939e-09,3.7517197312237096e-10,8.369891723492453e-10,-8.670210423260174e-10,-1.002841442267057e-09,5.716362790401951e-09,-1.987504946826838e-09,-2.374184449020442e-10,1.252842834442567e-09,1.0397906018264995e-09,1.2787394183016745e-09,-8.361022649725733e-10,1.6425261680003504e-10,-1.9929005877361528e-10,-8.415995022800237e-09,1.2340527981700326e-09,-1.6037872653876326e-09,-4.872866980908984e-10,-5.996299394914385e-10,-2.586666412450323e-11
