dec,gamaalloff,gamaalloff_NoConn
182,0.009678705184564314,0.009798732718793123
183,0.011076600980873692,0.011166668573676274
184,0.013974854955594345,0.014309033424539297
185,0.014914641353172303,0.014949100147856187
186,0.028949051999694754,0.01405596644870119
187,0.026165895108675764,0.020621054857192934
188,0.035789666217970154,0.024313417286534838
189,0.029215084036922932,0.025543085921791157
190,0.022929294770554526,0.022531362758547495
191,0.020432745024026554,0.020433276558054915
