var,coef,se,N,year,min95,max95,panel
h_1876,0.056036089531973234,0.017093351000547746,182706,1876,0.022373340784953337,0.08969883827899314,C. Difference Hunan - non-Hunan
h_1877,0.06998010470919265,0.011736290717938015,182706,1877,0.046867269452532376,0.09309293996585292,C. Difference Hunan - non-Hunan
h_1878,0.11591888826202654,0.014947288953518018,182706,1878,0.08648248152848088,0.14535529499557218,C. Difference Hunan - non-Hunan
h_1879,0.05579114013830566,0.027954985881797772,182706,1879,0.0007380574551447278,0.1108442228214666,C. Difference Hunan - non-Hunan
h_1880,0.09031924446398465,0.019156001617610365,182706,1880,0.05259441979792234,0.12804406913004696,C. Difference Hunan - non-Hunan
h_1881,0.1322390849688052,0.01847473214112503,182706,1881,0.09585591667048524,0.16862225326712518,C. Difference Hunan - non-Hunan
h_1882,0.1278282697603921,0.04602667409408604,182706,1882,0.037185752348765866,0.21847078717201834,C. Difference Hunan - non-Hunan
h_1883,0.16440333496222417,0.04297134157215254,182706,1883,0.07977782913721722,0.24902884078723114,C. Difference Hunan - non-Hunan
h_1884,0.18832833349141478,0.049535044263262606,182706,1884,0.09077661591694476,0.2858800510658848,C. Difference Hunan - non-Hunan
h_1885,0.13267286135767034,0.05575249988222124,182706,1885,0.02287681285358653,0.24246890986175415,C. Difference Hunan - non-Hunan
h_1886,0.10836796477179456,0.04922237543459444,182706,1886,0.01143200078596518,0.20530392875762393,C. Difference Hunan - non-Hunan
h_1887,0.1553062090876043,0.05067690060104925,182706,1887,0.05550577954303128,0.25510663863217736,C. Difference Hunan - non-Hunan
h_1888,0.13648001622966727,0.05308099742539646,182706,1888,0.031945084517618974,0.24101494794171557,C. Difference Hunan - non-Hunan
h_1889,0.09888318978164705,0.04865336402271972,182706,1889,0.0030678070201494018,0.1946985725431447,C. Difference Hunan - non-Hunan
h_1890,0.11259978329048384,0.05766330835898,182706,1890,-0.0009593111871334659,0.22615887776810115,C. Difference Hunan - non-Hunan
h_1891,0.04451090710801815,0.05469382142519482,182706,1891,-0.06320023558083838,0.1522220497968747,C. Difference Hunan - non-Hunan
h_1892,0.07632912856765844,0.0553169065263855,182706,1892,-0.03260908523257473,0.1852673423678916,C. Difference Hunan - non-Hunan
h_1893,0.07378637320074308,0.049530256141956004,182706,1893,-0.023755914898809516,0.17132866130029567,C. Difference Hunan - non-Hunan
h_1894,0.0717286224429924,0.05384733640600279,182706,1894,-0.034315497055486505,0.1777727419414713,C. Difference Hunan - non-Hunan
h_1895,0.1093384859170724,0.05780574877698973,182706,1895,-0.004501123247380057,0.22317809508152486,C. Difference Hunan - non-Hunan
h_1896,0.08944797738677923,0.05132782524234133,182706,1896,-0.011634348998989963,0.19053030377254843,C. Difference Hunan - non-Hunan
h_1897,0.03999804666335578,0.0449197877658709,182706,1897,-0.04846462688049849,0.12846072020721006,C. Difference Hunan - non-Hunan
h_1898,0.00825878176932092,0.025894578094429854,182706,1898,-0.042736641905939995,0.059254205444581834,C. Difference Hunan - non-Hunan
h_1899,0.04915318766253954,0.030094637707477386,182706,1899,-0.010113613080447538,0.10841998840552661,C. Difference Hunan - non-Hunan
h_1900,0.008338236897863924,0.031331095326577435,182706,1900,-0.05336357861588224,0.07004005241161008,C. Difference Hunan - non-Hunan
h_1901,0.01563847566844805,0.024813196073074282,182706,1901,-0.033227330983019776,0.06450428231991588,C. Difference Hunan - non-Hunan
h_1902,0.061113198192768774,0.03807490344492317,182706,1902,-0.013869519250547017,0.13609591563608456,C. Difference Hunan - non-Hunan
h_1903,0.05396445788412108,0.05185343854442668,182706,1903,-0.04815298376521602,0.1560818995334582,C. Difference Hunan - non-Hunan
h_1904,0.07142151607233078,0.04345447686206899,182706,1904,-0.014155451047465878,0.15699848319212745,C. Difference Hunan - non-Hunan
h_1905,0.0470676253251661,0.042747521194195774,182706,1905,-0.03711710038906093,0.13125235103939312,C. Difference Hunan - non-Hunan
h_1906,0.021766200985264404,0.055473397703185295,182706,1906,-0.08748019832906534,0.13101260029959416,C. Difference Hunan - non-Hunan
h_1907,0.007498144020759963,0.0355912295101496,182706,1907,-0.06259335626840473,0.07758964430992465,C. Difference Hunan - non-Hunan
h_1908,0.04130605537217515,0.0447902096988872,182706,1908,-0.04690143392419852,0.12951354466854884,C. Difference Hunan - non-Hunan
h_1909,0.03324447863631625,0.04573563141332661,182706,1909,-0.05682487458785781,0.1233138318604903,C. Difference Hunan - non-Hunan
h_1910,0.0131823053243273,0.046313362066615106,182706,1910,-0.07802480034080927,0.10438941098946389,C. Difference Hunan - non-Hunan
