table,col,var,coef,se,N,adj_r2,spec,loglik,sp_converged_flag,seconds
IX,4,ties,0.1908271746204316,0.0796779932395155,2755,,"oprobit promote ~ discount ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-938.0664647428312,False,8870.9
IX,5,gdpgrowth,-0.685884258325699,0.6498636893874209,2756,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-889.6648984919356,True,13549.7
IX,5,lnarea,0.9269891860768386,0.0657924323914049,2756,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-889.6648984919356,True,13549.7
IX,5,revgrowth,-0.2982969761171128,0.4439944303637675,2756,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-889.6648984919356,True,13549.7
IX,5,ties,0.1288885281905459,0.0819334387658508,2756,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-889.6648984919356,True,13549.7
IX,6,princeling,0.079061879541108,0.0943582006512016,3048,,"oprobit promote ~ princeling + i.year i.prefid (scaled, maxiter=1000)",-874.6976714800503,True,17678.1
IX,7,gdpgrowth,2.7981743356386524,0.7605018867225771,2569,,"oprobit promote ~ princeling ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.6666164947219,True,10149.9
IX,7,princeling,0.0927032247407022,0.108479328496992,2569,,"oprobit promote ~ princeling ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.6666164947219,True,10149.9
IX,7,revgrowth,1.0969987136545094,0.5226585509260017,2569,,"oprobit promote ~ princeling ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.6666164947219,True,10149.9
IX,7,ties,-0.0269449660749431,0.1005917480581452,2569,,"oprobit promote ~ princeling ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.6666164947219,True,10149.9
IX,8,gdpgrowth,0.3652047219861574,0.0760051405579025,2569,0.3741832109403679,"feols promote1 ~ princeling + ties + gdpgrowth + lngdppc + lnpop + revgrowth + age + age2 + eduyear | year + prefid, iid",,,
IX,8,princeling,-0.0078697317145555,0.011206600044474,2569,0.3741832109403679,"feols promote1 ~ princeling + ties + gdpgrowth + lngdppc + lnpop + revgrowth + age + age2 + eduyear | year + prefid, iid",,,
IX,8,revgrowth,0.0644301244194262,0.0524361148784443,2569,0.3741832109403679,"feols promote1 ~ princeling + ties + gdpgrowth + lngdppc + lnpop + revgrowth + age + age2 + eduyear | year + prefid, iid",,,
IX,8,ties,-0.0141638927073485,0.0098808535409886,2569,0.3741832109403679,"feols promote1 ~ princeling + ties + gdpgrowth + lngdppc + lnpop + revgrowth + age + age2 + eduyear | year + prefid, iid",,,
IX,9,discount,0.0116653616863682,0.0081069876594773,2568,,"oprobit promote ~ discount ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-664.9807414845104,False,8503.6
IX,9,gdpgrowth,2.7259456496318366,0.7626400173273367,2568,,"oprobit promote ~ discount ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-664.9807414845104,False,8503.6
IX,9,revgrowth,1.0873131804923708,0.5231902295894847,2568,,"oprobit promote ~ discount ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-664.9807414845104,False,8503.6
IX,9,ties,-0.0214903876414284,0.1006854783041383,2568,,"oprobit promote ~ discount ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-664.9807414845104,False,8503.6
IX,10,gdpgrowth,2.771477430365222,0.769350116726532,2568,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.8284871129647,True,5551.2
IX,10,lnarea,0.0002235158402344,0.0469407003119492,2568,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.8284871129647,True,5551.2
IX,10,revgrowth,1.0743364969952809,0.5241991295544269,2568,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.8284871129647,True,5551.2
IX,10,ties,-0.0260828001386621,0.100616840268881,2568,,"oprobit promote ~ lnarea ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.prefid (scaled, maxiter=1000)",-665.8284871129647,True,5551.2
XII,1,gdpgrowth,-1.048359957451995,2.4967155386387065,380,,"oprobit promote ~ princeling post2012 pp1 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-163.99843540183815,False,18.8
XII,1,pp1,-1.164635709120355,0.56041023579677,380,,"oprobit promote ~ princeling post2012 pp1 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-163.99843540183815,False,18.8
XII,1,princeling,1.084977387949733,0.3128195064958589,380,,"oprobit promote ~ princeling post2012 pp1 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-163.99843540183815,False,18.8
XII,1,revgrowth,1.6880153728815004,1.24122127080388,380,,"oprobit promote ~ princeling post2012 pp1 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-163.99843540183815,False,18.8
XII,1,ties,0.2137579559787102,0.2111374792525426,380,,"oprobit promote ~ princeling post2012 pp1 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-163.99843540183815,False,18.8
XII,2,gdpgrowth,1.3151387381011077,2.685315467849572,380,,"oprobit promote ~ princeling inspection pp2 ties gdpgrowth lngdppc lnpop revgrowth age age2 eduyear + i.year i.provid (scaled, maxiter=1000)",-159.4697764069846,True,20.6
