col,N,wage,wage_se,emp,emp_se,elas_mw,elas_mw_se,elas_wage,elas_wage_se
7,14484,0.06472969284400092,0.010255630573684074,0.026526210960489523,0.02792567344035078,0.02264821434113407,0.023843082550989922,0.40979973478968773,0.4212291518985921
