group,N,b_minus1,below,below_se,above,above_se,emp,emp_se,wage,wage_se,wage_nospill,wage_nospill_se,spill_share,spill_share_se
incumbent,733941,0.03846398670280255,-0.012208492892061568,0.00203944572072264,0.012551527625654898,0.001722984106501897,0.00891833538327259,0.06846414806018244,0.095319496934229,0.020408554917086468,0.05508605756150168,0.010531210860677986,0.42209034527834977,0.18143567431469865
newentrant,733941,0.03399715743690475,-0.005306073234075784,0.0012051487394558842,0.0055863646781952716,0.0009918733751273442,0.00824455528788488,0.034087197230360584,0.019153213376652004,0.012828979450541313,0.022566366887187068,0.005657392286924544,-0.17820265682915326,0.748255733643749
