table,panel,outcome,unrest,column,event_time,term,coef,se
VII,B,GOVERNMENT,event_hat_lasso,5,1,public security,0.5205430134673685,0.3465208623840967
VII,B,GOVERNMENT,event_hat_lasso,5,2,base,0.021863118461031717,0.21551608375282905
VII,B,GOVERNMENT,event_hat_lasso,5,2,public security,1.2050127628296166,0.3479463452394539
VII,B,GOVERNMENT,event_hat_lasso,5,3,base,0.26168452906923506,0.25106647230643697
VII,B,GOVERNMENT,event_hat_lasso,5,3,public security,1.0818066523330099,0.38180677684563186
VII,B,GOVERNMENT,event_hat_lasso,5,4,base,0.5294758370821587,0.336116187826286
VII,B,GOVERNMENT,event_hat_lasso,5,4,public security,1.1131422669103204,0.5395065349557202
VII,B,GOVERNMENT,event_hat_lasso,5,5,base,0.7661817558146029,0.4434341298558454
VII,B,GOVERNMENT,event_hat_lasso,5,5,public security,1.1672713964591381,0.661155027650205
VII,B,GOVERNMENT,event_hat_lasso,5,6,base,1.2280603576007099,0.584574673095035
VII,B,GOVERNMENT,event_hat_lasso,5,6,public security,1.0311540563247599,0.7389482713945033
VII,B,GOVERNMENT,event_hat_lasso,5,7,base,1.3522221910445313,0.6388491962624823
VII,B,GOVERNMENT,event_hat_lasso,5,7,public security,1.3259818642637111,0.8025633098302434
VII,B,GOVERNMENT,event_hat_lasso,5,8,base,1.4892536816891762,0.7089701230804256
VII,B,GOVERNMENT,event_hat_lasso,5,8,public security,1.4120035753533335,0.9179837369309066
VII,B,GOVERNMENT,event_hat_lasso,6,-8,base,-0.5952164510993145,0.5338772604775367
VII,B,GOVERNMENT,event_hat_lasso,6,-8,public security,0.2118417171867152,0.5584097703829184
VII,B,GOVERNMENT,event_hat_lasso,6,-7,base,-0.687886476657177,0.3835995327807038
VII,B,GOVERNMENT,event_hat_lasso,6,-7,public security,0.10613110389749301,0.3025585259547518
VII,B,GOVERNMENT,event_hat_lasso,6,-6,base,-0.5409530901379141,0.3020302608980636
VII,B,GOVERNMENT,event_hat_lasso,6,-6,public security,0.09570067216876413,0.331495984452118
VII,B,GOVERNMENT,event_hat_lasso,6,-5,base,-0.6480474992762378,0.28617104668645676
VII,B,GOVERNMENT,event_hat_lasso,6,-5,public security,0.17574345655564677,0.24573623283847754
VII,B,GOVERNMENT,event_hat_lasso,6,-4,base,-0.6172757200533499,0.25311688622053813
VII,B,GOVERNMENT,event_hat_lasso,6,-4,public security,0.14435559636882883,0.22573071606488979
VII,B,GOVERNMENT,event_hat_lasso,6,-3,base,-0.44669190261257924,0.16215009792008842
VII,B,GOVERNMENT,event_hat_lasso,6,-3,public security,0.10854779384343435,0.13814618963866448
VII,B,GOVERNMENT,event_hat_lasso,6,-2,base,-0.3530624730185658,0.14845296438041944
VII,B,GOVERNMENT,event_hat_lasso,6,-2,public security,-0.0882483839346434,0.1729092925042513
VII,B,GOVERNMENT,event_hat_lasso,6,0,base,0.09994617223815255,0.09149460445274486
VII,B,GOVERNMENT,event_hat_lasso,6,0,public security,0.25039085318229926,0.1305298218302322
VII,B,GOVERNMENT,event_hat_lasso,6,1,base,0.19099325367787853,0.1449572733401253
VII,B,GOVERNMENT,event_hat_lasso,6,1,public security,0.6215025338440879,0.22441489238853574
VII,B,GOVERNMENT,event_hat_lasso,6,2,base,0.3254465132914212,0.17121870586075597
VII,B,GOVERNMENT,event_hat_lasso,6,2,public security,1.0998754818964684,0.2147739824731767
VII,B,GOVERNMENT,event_hat_lasso,6,3,base,0.46272287272724555,0.21551494615767794
VII,B,GOVERNMENT,event_hat_lasso,6,3,public security,1.2527285698362116,0.2770065023436903
VII,B,GOVERNMENT,event_hat_lasso,6,4,base,0.7328984962162679,0.26811159947927615
VII,B,GOVERNMENT,event_hat_lasso,6,4,public security,1.4243945295455824,0.41197380262798955
VII,B,GOVERNMENT,event_hat_lasso,6,5,base,1.0342244256349071,0.3499833637560786
VII,B,GOVERNMENT,event_hat_lasso,6,5,public security,1.5151088479111658,0.5226464814659721
VII,B,GOVERNMENT,event_hat_lasso,6,6,base,1.3999182861665032,0.4653281394273433
VII,B,GOVERNMENT,event_hat_lasso,6,6,public security,1.5044045404365032,0.6038838469685326
VII,B,GOVERNMENT,event_hat_lasso,6,7,base,1.8130142012093766,0.5666791961732699
VII,B,GOVERNMENT,event_hat_lasso,6,7,public security,1.7261000013892815,0.7664391285033173
VII,B,GOVERNMENT,event_hat_lasso,6,8,base,2.0546007147629086,0.6426791371839817
VII,B,GOVERNMENT,event_hat_lasso,6,8,public security,1.9371318540340803,0.7589972864250316
VII,C,BUSINESS,event,1,-8,base,2.211803607644949,1.4441131082271073
VII,C,BUSINESS,event,1,-8,public security,-0.6565606220708085,0.43848704876575384
VII,C,BUSINESS,event,1,-7,base,1.7481341976748734,1.1545697427303316
VII,C,BUSINESS,event,1,-7,public security,-0.7544008473369159,0.45893659505302076
VII,C,BUSINESS,event,1,-6,base,1.3279637705419112,0.8946674258342023
VII,C,BUSINESS,event,1,-6,public security,-0.5789822090254975,0.32494182259189097
VII,C,BUSINESS,event,1,-5,base,0.6199403733455157,0.4753069858879842
VII,C,BUSINESS,event,1,-5,public security,-0.07698412920588293,0.205018107777118
VII,C,BUSINESS,event,1,-4,base,0.31479133683639443,0.33051016507908526
VII,C,BUSINESS,event,1,-4,public security,0.15984106879222723,0.2935469822423957
VII,C,BUSINESS,event,1,-3,base,0.1564239568811633,0.16735843042976054
VII,C,BUSINESS,event,1,-3,public security,-0.08508690828146809,0.17980723620323968
VII,C,BUSINESS,event,1,-2,base,-0.13316359360510027,0.09763990639208081
VII,C,BUSINESS,event,1,-2,public security,-0.18352939663368747,0.3095387501366458
VII,C,BUSINESS,event,1,0,base,-0.8942149010658964,0.7758675789281416
VII,C,BUSINESS,event,1,0,public security,1.3937141666752768,0.9516724960730847
VII,C,BUSINESS,event,1,1,base,-0.9776995702371523,0.9404020554939752
VII,C,BUSINESS,event,1,1,public security,2.0938269812607992,1.261469240183204
VII,C,BUSINESS,event,1,2,base,-1.1505583278274851,1.1296229592523186
VII,C,BUSINESS,event,1,2,public security,2.251547887588596,1.2474988514574044
VII,C,BUSINESS,event,1,3,base,-1.3668102635435946,1.330435208661445
VII,C,BUSINESS,event,1,3,public security,2.8533252029234606,1.4982143093602593
VII,C,BUSINESS,event,1,4,base,-1.3524685089409405,1.4623942693872904
VII,C,BUSINESS,event,1,4,public security,3.4913071049055118,1.958633092488608
VII,C,BUSINESS,event,1,5,base,-1.4674936161113792,1.477618183955273
VII,C,BUSINESS,event,1,5,public security,3.668080793889055,1.8491580525142797
VII,C,BUSINESS,event,1,6,base,-1.4253233597325727,1.7567552183660782
VII,C,BUSINESS,event,1,6,public security,4.016561933322729,1.93438100968027
VII,C,BUSINESS,event,1,7,base,-2.06266576302254,2.0358987395066306
VII,C,BUSINESS,event,1,7,public security,5.659558239239719,2.5807960250272224
VII,C,BUSINESS,event,1,8,base,-0.4631425400381073,0.8941104821495406
VII,C,BUSINESS,event,1,8,public security,5.552290017506473,2.230400513913158
VII,C,BUSINESS,event,2,-8,base,1.681659826913054,1.0117915447304333
VII,C,BUSINESS,event,2,-8,public security,-0.9331425489039158,0.5476745739731058
VII,C,BUSINESS,event,2,-7,base,1.178771846438782,0.7803355521167241
VII,C,BUSINESS,event,2,-7,public security,-0.6917125640303737,0.4337423894989224
VII,C,BUSINESS,event,2,-6,base,1.0881832925531336,0.7165980064855687
VII,C,BUSINESS,event,2,-6,public security,-0.6893667277455672,0.4418528977654169
VII,C,BUSINESS,event,2,-5,base,0.26817662140745824,0.29779380448362913
VII,C,BUSINESS,event,2,-5,public security,-0.039903366303247756,0.41307169076915645
VII,C,BUSINESS,event,2,-4,base,0.14045456993456765,0.2678757062140053
VII,C,BUSINESS,event,2,-4,public security,-0.007401084909812109,0.392353787681423
VII,C,BUSINESS,event,2,-3,base,0.0345563253198629,0.12098179085944508
VII,C,BUSINESS,event,2,-3,public security,-0.20741846576026052,0.31615379451482556
VII,C,BUSINESS,event,2,-2,base,-0.07571603204763597,0.10659080260594747
VII,C,BUSINESS,event,2,-2,public security,-0.23119507584028265,0.429585018233189
VII,C,BUSINESS,event,2,0,base,0.06114649043075232,0.1228430299400044
VII,C,BUSINESS,event,2,0,public security,0.21273489171216892,0.2052923757651804
VII,C,BUSINESS,event,2,1,base,0.22160164039010333,0.1774544780290068
VII,C,BUSINESS,event,2,1,public security,0.5395272630791432,0.3181646038834831
VII,C,BUSINESS,event,2,2,base,0.4069151771582838,0.26814456210356163
VII,C,BUSINESS,event,2,2,public security,0.4721135728189194,0.4895463767989668
VII,C,BUSINESS,event,2,3,base,0.2399535652221095,0.295010857434931
VII,C,BUSINESS,event,2,3,public security,0.6631955389064532,0.5290918897470046
VII,C,BUSINESS,event,2,4,base,0.5871185088666742,0.4256278703395787
VII,C,BUSINESS,event,2,4,public security,0.48628485355095896,0.8699703151027817
VII,C,BUSINESS,event,2,5,base,0.6040052487631777,0.4302806226915532
VII,C,BUSINESS,event,2,5,public security,0.2907358595557859,1.0387661712844367
VII,C,BUSINESS,event,2,6,base,1.2212549653914726,0.5779061296917288
VII,C,BUSINESS,event,2,6,public security,0.5112476501229015,1.2220150374552434
VII,C,BUSINESS,event,2,7,base,0.7429847724869741,0.5550072378141823
VII,C,BUSINESS,event,2,7,public security,1.5287151716086784,1.374816845990213
VII,C,BUSINESS,event,2,8,base,0.813373375561474,0.6126361492893322
VII,C,BUSINESS,event,2,8,public security,1.9488838724336928,1.6069147875058265
VII,C,BUSINESS,event,3,-8,base,0.26907345802446486,0.451919609934364
VII,C,BUSINESS,event,3,-8,public security,-0.7681831759196205,0.5221244947853331
VII,C,BUSINESS,event,3,-7,base,0.12113540996959832,0.3329782430245169
VII,C,BUSINESS,event,3,-7,public security,-0.7255100611733071,0.46160767987123663
VII,C,BUSINESS,event,3,-6,base,0.02237779363587457,0.26305601279596996
VII,C,BUSINESS,event,3,-6,public security,-0.5808028443563475,0.3472164752361777
VII,C,BUSINESS,event,3,-5,base,-0.4231521882304067,0.1664919260207956
VII,C,BUSINESS,event,3,-5,public security,-0.11360941320969091,0.20451840322986203
VII,C,BUSINESS,event,3,-4,base,-0.4185332832630069,0.11084433543267877
VII,C,BUSINESS,event,3,-4,public security,0.15159488745707922,0.26857264406986714
VII,C,BUSINESS,event,3,-3,base,-0.288191329146136,0.0846998598565174
VII,C,BUSINESS,event,3,-3,public security,-0.1006376550187937,0.18680693286940703
VII,C,BUSINESS,event,3,-2,base,-0.26848226923606056,0.09764328086573257
VII,C,BUSINESS,event,3,-2,public security,-0.2918899905908595,0.2101164893596228
VII,C,BUSINESS,event,3,0,base,-0.770249793287111,0.671716276796069
VII,C,BUSINESS,event,3,0,public security,1.2585547233408738,0.8056043629327545
VII,C,BUSINESS,event,3,1,base,-0.4962129821181595,0.6763343804249222
VII,C,BUSINESS,event,3,1,public security,1.5705263973449664,0.8907011718301614
VII,C,BUSINESS,event,3,2,base,-0.2552087622976483,0.6879214753063067
VII,C,BUSINESS,event,3,2,public security,1.643904352724275,0.9150747946895821
VII,C,BUSINESS,event,3,3,base,-0.4581837200320644,0.786019581505714
VII,C,BUSINESS,event,3,3,public security,2.3057292324847687,1.0404660428818489
VII,C,BUSINESS,event,3,4,base,-0.23849894547095915,0.7897907986946977
VII,C,BUSINESS,event,3,4,public security,2.8077262507697465,1.4185632076658092
VII,C,BUSINESS,event,3,5,base,0.07491579048426858,0.6015708502574073
VII,C,BUSINESS,event,3,5,public security,2.8772199313661373,1.2932428944566143
VII,C,BUSINESS,event,3,6,base,0.48174608369782634,0.682791240857737
VII,C,BUSINESS,event,3,6,public security,3.2541135861245367,1.4537612644422118
VII,C,BUSINESS,event,3,7,base,0.20981229440507776,0.7562389473811177
VII,C,BUSINESS,event,3,7,public security,4.696905286254984,2.0095163114105015
VII,C,BUSINESS,event,3,8,base,1.866519672160254,0.6658585426783982
VII,C,BUSINESS,event,3,8,public security,4.566108724259829,1.5574491947046811
VII,C,BUSINESS,event_hat_lasso,4,-8,base,0.590793322876475,0.6557616005362953
VII,C,BUSINESS,event_hat_lasso,4,-8,public security,-0.014457858408051525,0.29387164289732426
VII,C,BUSINESS,event_hat_lasso,4,-7,base,0.4710776023008152,0.5411490388170828
VII,C,BUSINESS,event_hat_lasso,4,-7,public security,-0.038617106280735745,0.2651142963827718
VII,C,BUSINESS,event_hat_lasso,4,-6,base,0.47149955812234445,0.44941869472715856
VII,C,BUSINESS,event_hat_lasso,4,-6,public security,-0.13900339607247736,0.2629217615496104
VII,C,BUSINESS,event_hat_lasso,4,-5,base,0.21255530469117767,0.24579935511104758
VII,C,BUSINESS,event_hat_lasso,4,-5,public security,0.02683781113487897,0.20998361750747946
VII,C,BUSINESS,event_hat_lasso,4,-4,base,-0.04691744000869626,0.20257162199068984
VII,C,BUSINESS,event_hat_lasso,4,-4,public security,0.23163454120698926,0.1973727185742299
VII,C,BUSINESS,event_hat_lasso,4,-3,base,-0.11394143687406806,0.14402181449373813
VII,C,BUSINESS,event_hat_lasso,4,-3,public security,0.18341160102597473,0.15112770719659968
VII,C,BUSINESS,event_hat_lasso,4,-2,base,-0.018597824466006274,0.08338508580352456
VII,C,BUSINESS,event_hat_lasso,4,-2,public security,-0.14177030926635834,0.15157671651225202
VII,C,BUSINESS,event_hat_lasso,4,0,base,-0.26094863298972876,0.44282411394815674
VII,C,BUSINESS,event_hat_lasso,4,0,public security,0.7210898632142323,0.5533431884059856
VII,C,BUSINESS,event_hat_lasso,4,1,base,-0.3438560427083469,0.4944677347209065
VII,C,BUSINESS,event_hat_lasso,4,1,public security,1.3028285810672624,0.6364368265041427
VII,C,BUSINESS,event_hat_lasso,4,2,base,-0.23748310571377465,0.591713175810981
VII,C,BUSINESS,event_hat_lasso,4,2,public security,1.4584909770218322,0.6640587334898924
VII,C,BUSINESS,event_hat_lasso,4,3,base,-0.24308777717900273,0.7017805555962434
VII,C,BUSINESS,event_hat_lasso,4,3,public security,1.515853250835049,0.771793683815673
VII,C,BUSINESS,event_hat_lasso,4,4,base,-0.19260190202783006,0.7979540461722648
VII,C,BUSINESS,event_hat_lasso,4,4,public security,1.8209503359515353,1.0085091047468697
VII,C,BUSINESS,event_hat_lasso,4,5,base,-0.1510613015575925,0.8195129354546898
VII,C,BUSINESS,event_hat_lasso,4,5,public security,2.1182497614896194,1.0209269593235741
VII,C,BUSINESS,event_hat_lasso,4,6,base,0.08437297898939257,0.8970953392619064
VII,C,BUSINESS,event_hat_lasso,4,6,public security,2.2518923569046225,1.0489579674114646
VII,C,BUSINESS,event_hat_lasso,4,7,base,-0.09655127728607399,0.996938739975067
VII,C,BUSINESS,event_hat_lasso,4,7,public security,3.1384252073044845,1.315572089140546
VII,C,BUSINESS,event_hat_lasso,4,8,base,0.5152069937893682,0.5214095473206445
VII,C,BUSINESS,event_hat_lasso,4,8,public security,3.2205001559607935,1.0406692392315218
VII,C,BUSINESS,event_hat_lasso,5,-8,base,0.1372303778073986,0.43415926798821647
VII,C,BUSINESS,event_hat_lasso,5,-8,public security,0.05132593164601666,0.3660357658553069
VII,C,BUSINESS,event_hat_lasso,5,-7,base,0.1440609887644081,0.3858640424686842
VII,C,BUSINESS,event_hat_lasso,5,-7,public security,0.04891255329442973,0.2679095601939076
VII,C,BUSINESS,event_hat_lasso,5,-6,base,0.3290911846678371,0.35698206477583894
VII,C,BUSINESS,event_hat_lasso,5,-6,public security,-0.17774260038689285,0.3048132936547659
VII,C,BUSINESS,event_hat_lasso,5,-5,base,-0.054864277705370806,0.2027365306961621
VII,C,BUSINESS,event_hat_lasso,5,-5,public security,0.14724447240294275,0.35919868588844056
VII,C,BUSINESS,event_hat_lasso,5,-4,base,-0.2550630277396739,0.1455131060475857
VII,C,BUSINESS,event_hat_lasso,5,-4,public security,0.27818359884586313,0.28403471884161346
VII,C,BUSINESS,event_hat_lasso,5,-3,base,-0.2775313555998015,0.12724587432153053
VII,C,BUSINESS,event_hat_lasso,5,-3,public security,0.2822941560293503,0.2574243340549887
VII,C,BUSINESS,event_hat_lasso,5,-2,base,-0.03712040023600877,0.11186544656344685
VII,C,BUSINESS,event_hat_lasso,5,-2,public security,-0.14461838177835337,0.24212180883562265
VII,C,BUSINESS,event_hat_lasso,5,0,base,0.15382815253752086,0.1045657165188997
VII,C,BUSINESS,event_hat_lasso,5,0,public security,0.22549139446872016,0.13626521999263772
VII,C,BUSINESS,event_hat_lasso,5,1,base,0.1783166015910561,0.13304511529290647
VII,C,BUSINESS,event_hat_lasso,5,1,public security,0.6139088283569363,0.21145932475255674
VII,C,BUSINESS,event_hat_lasso,5,2,base,0.3911430646480489,0.19295553500896415
VII,C,BUSINESS,event_hat_lasso,5,2,public security,0.7746374475008043,0.3067709784617489
VII,C,BUSINESS,event_hat_lasso,5,3,base,0.4876868158103898,0.2118820050405663
VII,C,BUSINESS,event_hat_lasso,5,3,public security,0.5868287374905358,0.31054516770835494
VII,C,BUSINESS,event_hat_lasso,5,4,base,0.6676109756876604,0.2848224643882877
VII,C,BUSINESS,event_hat_lasso,5,4,public security,0.5566082240665636,0.4197019830824746
VII,C,BUSINESS,event_hat_lasso,5,5,base,0.7675271275062896,0.3414764793012738
VII,C,BUSINESS,event_hat_lasso,5,5,public security,0.6031949715854356,0.518723813034874
VII,C,BUSINESS,event_hat_lasso,5,6,base,1.220276901658774,0.39581331982216683
VII,C,BUSINESS,event_hat_lasso,5,6,public security,0.6673887435815898,0.5949913918767653
VII,C,BUSINESS,event_hat_lasso,5,7,base,1.1271464953149224,0.3842492544342041
VII,C,BUSINESS,event_hat_lasso,5,7,public security,1.2747328035030934,0.6178227588346
VII,C,BUSINESS,event_hat_lasso,5,8,base,1.175608476639477,0.41157241064371686
VII,C,BUSINESS,event_hat_lasso,5,8,public security,1.5641291688118417,0.6249351108707499
VII,C,BUSINESS,event_hat_lasso,6,-8,base,-0.34504411953615477,0.22610499191301067
VII,C,BUSINESS,event_hat_lasso,6,-8,public security,-0.1339388791106809,0.3549925934960374
VII,C,BUSINESS,event_hat_lasso,6,-7,base,-0.3235788878561307,0.18550168957223323
VII,C,BUSINESS,event_hat_lasso,6,-7,public security,-0.07788508737253465,0.30534859346849597
VII,C,BUSINESS,event_hat_lasso,6,-6,base,-0.16167001404053202,0.1556123682590129
VII,C,BUSINESS,event_hat_lasso,6,-6,public security,-0.20981106800637708,0.29531036020177914
VII,C,BUSINESS,event_hat_lasso,6,-5,base,-0.2977691019152718,0.13010776361185566
VII,C,BUSINESS,event_hat_lasso,6,-5,public security,-0.08828661553293886,0.17642998062293527
VII,C,BUSINESS,event_hat_lasso,6,-4,base,-0.4533249636539805,0.11897515410218644
VII,C,BUSINESS,event_hat_lasso,6,-4,public security,0.1598306190022303,0.1738100727143956
VII,C,BUSINESS,event_hat_lasso,6,-3,base,-0.3495276412669431,0.10310704381528854
VII,C,BUSINESS,event_hat_lasso,6,-3,public security,0.11033535295187191,0.15123013618397377
VII,C,BUSINESS,event_hat_lasso,6,-2,base,-0.1176691821097884,0.07824681511391939
VII,C,BUSINESS,event_hat_lasso,6,-2,public security,-0.22687977942874182,0.1376952330607162
VII,C,BUSINESS,event_hat_lasso,6,0,base,-0.19284862644828413,0.38005042304943426
VII,C,BUSINESS,event_hat_lasso,6,0,public security,0.7184628778821447,0.48010499363306225
VII,C,BUSINESS,event_hat_lasso,6,1,base,-0.09221243612528633,0.36289881775740734
VII,C,BUSINESS,event_hat_lasso,6,1,public security,1.1117943206653724,0.5135261720231936
VII,C,BUSINESS,event_hat_lasso,6,2,base,0.21672550870889845,0.4006216395562957
VII,C,BUSINESS,event_hat_lasso,6,2,public security,1.2519564616858014,0.5739961364603434
VII,C,BUSINESS,event_hat_lasso,6,3,base,0.22352963542604593,0.4357505756485721
VII,C,BUSINESS,event_hat_lasso,6,3,public security,1.3799400308555825,0.6101862268322308
VII,C,BUSINESS,event_hat_lasso,6,4,base,0.4284289880409998,0.47330148793757193
VII,C,BUSINESS,event_hat_lasso,6,4,public security,1.676941936333997,0.831115971519687
VII,C,BUSINESS,event_hat_lasso,6,5,base,0.655958070469422,0.4348201243380032
VII,C,BUSINESS,event_hat_lasso,6,5,public security,1.8431965327611692,0.8118070129872932
VII,C,BUSINESS,event_hat_lasso,6,6,base,1.0291737957664775,0.44895505906855493
VII,C,BUSINESS,event_hat_lasso,6,6,public security,1.9539512963013153,0.8642306080457457
VII,C,BUSINESS,event_hat_lasso,6,7,base,1.015602615457714,0.49212250877884467
VII,C,BUSINESS,event_hat_lasso,6,7,public security,2.7770179422642727,1.1222969268962077
VII,C,BUSINESS,event_hat_lasso,6,8,base,1.8139554433238074,0.45341990937344423
VII,C,BUSINESS,event_hat_lasso,6,8,public security,2.823018177872182,0.8233151275372101
