row,column,stat,paper,Stata re-run,StatsPAI,abs diff Stata,abs diff StatsPAI,Stata,SP,MC
value of non-land assets (usd),(1) all HH,coef/value,1.0,1.0,0.9998601808474832,0.0,0.0,✅,✅,False
value of non-land assets (usd),(2) all HH+ctrl,coef/value,-11.99,-11.99,-11.987200911585452,0.0,0.0,✅,✅,False
value of non-land assets (usd),(3) thatched,coef/value,-18.73,-18.73,-18.72857788940113,0.0,0.0,✅,✅,False
value of non-land assets (usd),(4) thatched+ctrl,coef/value,-32.61,-32.61,-32.60568914794648,0.0,0.0,✅,✅,False
value of non-land assets (usd),(5) p(1)=(3),coef/value,0.01,0.01,0.0058860701025843,0.0,0.0,✅,✅,False
value of non-land assets (usd),(6) p(2)=(4),coef/value,0.0,0.0,0.0035474056415309,0.0,0.0,✅,✅,False
value of non-land assets (usd),(7) Lee lower,coef/value,-3.38,-3.38,-3.3798083800346603,0.0,0.0,✅,✅,False
value of non-land assets (usd),(8) Lee upper,coef/value,12.84,12.84,12.84185784161383,0.0,0.0,✅,✅,False
value of non-land assets (usd),(9) HM lower,coef/value,-2.38,-2.38,-2.384160074252111,0.0,0.0,✅,✅,False
value of non-land assets (usd),(10) HM upper,coef/value,7.39,7.39,7.390131773073461,0.0,0.0,✅,✅,False
value of non-land assets (usd),(1) all HH,(SE/SD),21.44,21.44,21.436720041948373,0.0,0.0,✅,✅,False
value of non-land assets (usd),(2) all HH+ctrl,(SE/SD),19.98,19.98,19.975137999857136,0.0,0.0,✅,✅,False
value of non-land assets (usd),(3) thatched,(SE/SD),21.14,21.14,21.14137602520957,0.0,0.0,✅,✅,False
value of non-land assets (usd),(4) thatched+ctrl,(SE/SD),19.76,19.76,19.763493377751203,0.0,0.0,✅,✅,False
value of non-land assets (usd),(7) Lee lower,(SE/SD),20.07,21.96,21.12398685243509,1.8900000000000006,1.0500000000000007,⚠️,⚠️,True
value of non-land assets (usd),(8) Lee upper,(SE/SD),20.94,21.28,21.421320234737255,0.33999999999999986,0.4800000000000004,⚠️,⚠️,True
value of non-land assets (usd),(9) HM lower,(SE/SD),19.92,19.92,19.91697991010125,0.0,0.0,✅,✅,False
value of non-land assets (usd),(10) HM upper,(SE/SD),20.06,20.06,20.062745510588066,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(1) all HH,coef/value,-7.77,-7.77,-7.768141490587756,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(2) all HH+ctrl,coef/value,-11.89,-11.89,-11.885144024290438,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(3) thatched,coef/value,-7.31,-7.31,-7.308354040286267,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(4) thatched+ctrl,coef/value,-12.21,-12.21,-12.205568622143296,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(5) p(1)=(3),coef/value,0.82,0.82,0.8219439447232414,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(6) p(2)=(4),coef/value,0.88,0.88,0.8799148071831018,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(7) Lee lower,coef/value,-9.47,-9.47,-9.473233918691308,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(8) Lee upper,coef/value,-4.08,-4.08,-4.078533353836008,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(9) HM lower,coef/value,-8.93,-8.93,-8.925722034140698,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(10) HM upper,coef/value,-5.86,-5.86,-5.864021422462848,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(1) all HH,(SE/SD),7.2,7.2,7.199802847031754,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(2) all HH+ctrl,(SE/SD),6.5,6.5,6.5045741516554525,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(3) thatched,(SE/SD),7.27,7.27,7.272583474058614,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(4) thatched+ctrl,(SE/SD),6.67,6.67,6.669590969914542,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(7) Lee lower,(SE/SD),6.08,6.13,5.59035637955765,0.04999999999999982,0.4900000000000002,⚠️,⚠️,True
non-durable expenditure (usd),(8) Lee upper,(SE/SD),6.32,6.1,5.872467453391901,0.22000000000000064,0.4500000000000002,⚠️,⚠️,True
non-durable expenditure (usd),(9) HM lower,(SE/SD),5.79,5.79,5.786937903454745,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(10) HM upper,(SE/SD),5.83,5.83,5.825973308050853,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(1) all HH,coef/value,-3.68,-3.68,-3.6767548689509177,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) all HH+ctrl,coef/value,-3.64,-3.64,-3.642962967006154,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(3) thatched,coef/value,-5.23,-5.23,-5.23482749430896,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(4) thatched+ctrl,coef/value,-5.78,-5.78,-5.778183095496777,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(5) p(1)=(3),coef/value,0.56,0.56,0.5576359551725759,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(6) p(2)=(4),coef/value,0.45,0.45,0.4541362343888978,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(7) Lee lower,coef/value,-4.29,-4.29,-4.2932491162002435,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(8) Lee upper,coef/value,2.32,2.32,2.3184262441236925,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(9) HM lower,coef/value,-4.18,-4.18,-4.175169084954219,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(10) HM upper,coef/value,-1.91,-1.91,-1.910435767925096,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(1) all HH,(SE/SD),6.18,6.18,6.179157006535723,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) all HH+ctrl,(SE/SD),6.35,6.35,6.346605303922812,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(3) thatched,(SE/SD),5.84,5.84,5.844658627573746,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(4) thatched+ctrl,(SE/SD),6.01,6.01,6.012754350156525,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(7) Lee lower,(SE/SD),5.88,6.45,6.044699296978944,0.5700000000000003,0.16000000000000014,⚠️,⚠️,True
"total revenue, monthly (usd)",(8) Lee upper,(SE/SD),5.85,6.37,6.37337905680779,0.5200000000000005,0.5200000000000005,⚠️,⚠️,True
"total revenue, monthly (usd)",(9) HM lower,(SE/SD),6.18,6.18,6.175695724607185,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(10) HM upper,(SE/SD),6.22,6.22,6.221632437060654,0.0,0.0,✅,✅,False
food security index,(1) all HH,coef/value,0.06,0.06,0.0552980882437409,0.0,0.0,✅,✅,False
