row,column,stat,paper,Stata re-run,StatsPAI,abs diff Stata,abs diff StatsPAI,Stata,SP,MC
own farm primary income (dummy),(5) large,coef/value,0.01,0.01,0.0116472555051216,0.0,0.0,✅,✅,False
own farm primary income (dummy),(6) N,coef/value,940.0,940.0,940.0,0.0,0.0,✅,✅,False
own farm primary income (dummy),(1) control mean,(SE/SD),0.5,0.5,0.4970802069720328,0.0,0.0,✅,✅,False
own farm primary income (dummy),(2) treatment,(SE/SD),0.03,0.03,0.030411280939793,0.0,0.0,✅,✅,False
own farm primary income (dummy),(3) female rec.,(SE/SD),0.05,0.05,0.0494272019425598,0.0,0.0,✅,✅,False
own farm primary income (dummy),(4) monthly,(SE/SD),0.05,0.05,0.0516632777360726,0.0,0.0,✅,✅,False
own farm primary income (dummy),(5) large,(SE/SD),0.05,0.05,0.0491995280623271,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(1) control mean,coef/value,0.32,0.32,0.3219616204690831,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(2) treatment,coef/value,0.01,0.01,0.0137069426705727,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(3) female rec.,coef/value,-0.02,-0.02,-0.0233584935980246,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(4) monthly,coef/value,0.08,0.08,0.0794201122847158,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(5) large,coef/value,0.01,0.01,0.0146847518399307,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(6) N,coef/value,940.0,940.0,940.0,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(1) control mean,(SE/SD),0.47,0.47,0.4677272639002981,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(2) treatment,(SE/SD),0.03,0.03,0.0288839866163963,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(3) female rec.,(SE/SD),0.05,0.05,0.0496057858816501,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(4) monthly,(SE/SD),0.05,0.05,0.0501381429459991,0.0,0.0,✅,✅,False
non-agricultural business owner (dummy),(5) large,(SE/SD),0.05,0.05,0.0472614957848913,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(1) control mean,coef/value,48.98,48.98,48.98466614169924,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) treatment,coef/value,16.15,16.15,16.152540392311675,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(3) female rec.,coef/value,5.41,5.41,5.4098378096532915,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(4) monthly,coef/value,16.33,16.33,16.32814076515121,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(5) large,coef/value,-2.44,-2.44,-2.4436368732979115,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(6) N,coef/value,940.0,940.0,940.0,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(1) control mean,(SE/SD),90.52,90.52,90.5218235487813,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) treatment,(SE/SD),5.88,5.88,5.879498460834381,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(3) female rec.,(SE/SD),10.61,10.61,10.60907284438552,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(4) monthly,(SE/SD),11.07,11.07,11.0737027340988,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(5) large,(SE/SD),8.87,8.87,8.869957571883008,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(1) control mean,coef/value,23.95,23.95,23.954619800310525,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(2) treatment,coef/value,12.53,12.53,12.528449615359705,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(3) female rec.,coef/value,5.42,5.42,5.419340196322389,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(4) monthly,coef/value,9.41,9.41,9.409875735583412,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(5) large,coef/value,-0.35,-0.35,-0.3452241916915155,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(6) N,coef/value,940.0,940.0,940.0,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(1) control mean,(SE/SD),61.71,61.71,61.71395613625446,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(2) treatment,(SE/SD),4.21,4.21,4.214233730546674,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(3) female rec.,(SE/SD),7.45,7.45,7.451820530315532,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(4) monthly,(SE/SD),7.75,7.75,7.747407652042991,0.0,0.0,✅,✅,False
"total expenses, monthly (usd)",(5) large,(SE/SD),6.23,6.23,6.231938298227407,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(1) control mean,coef/value,20.78,20.78,20.775276252765583,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(2) treatment,coef/value,-0.21,-0.21,-0.2125218705541315,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(3) female rec.,coef/value,1.41,1.41,1.4052531880288694,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(4) monthly,coef/value,7.29,7.29,7.285545550475618,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(5) large,coef/value,-2.02,-2.02,-2.021837300202119,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(6) N,coef/value,940.0,940.0,940.0,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(1) control mean,(SE/SD),46.22,46.22,46.21641495605472,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(2) treatment,(SE/SD),3.68,3.68,3.677288505431555,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(3) female rec.,(SE/SD),6.68,6.68,6.676106035170338,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(4) monthly,(SE/SD),7.92,7.92,7.915010006116753,0.0,0.0,✅,✅,False
"total profit, monthly (usd)",(5) large,(SE/SD),5.32,5.32,5.320956698513653,0.0,0.0,✅,✅,False
joint test (p-value) #2,(2) treatment,coef/value,0.0,0.0,0.0001348933675226,0.0,0.0,✅,✅,False
joint test (p-value) #2,(3) female rec.,coef/value,0.9,0.9,0.8992902757279653,0.0,0.0,✅,✅,False
joint test (p-value) #2,(4) monthly,coef/value,0.59,0.59,0.5856724868250924,0.0,0.0,✅,✅,False
joint test (p-value) #2,(5) large,coef/value,1.0,1.0,0.9950170434232236,0.0,0.0,✅,✅,False
