row,column,stat,paper,Stata re-run,StatsPAI,abs diff Stata,abs diff StatsPAI,Stata,SP,MC
value of non-land assets (usd),(1) control mean,coef/value,383.36,383.36,383.36079398523464,0.0,0.0,✅,✅,False
value of non-land assets (usd),(2) treatment,coef/value,-1.15,-1.15,-1.1523777028150552,0.0,0.0,✅,✅,False
value of non-land assets (usd),(3) female rec.,coef/value,15.53,15.53,15.532045347465512,0.0,0.0,✅,✅,False
value of non-land assets (usd),(4) monthly,coef/value,25.16,25.16,25.155450976066177,0.0,0.0,✅,✅,False
value of non-land assets (usd),(5) large,coef/value,13.76,13.76,13.759542839342512,0.0,0.0,✅,✅,False
value of non-land assets (usd),(6) N,coef/value,1008.0,1008.0,1008.0,0.0,0.0,✅,✅,False
value of non-land assets (usd),(1) control mean,(SE/SD),374.15,374.15,374.1512804276349,0.0,0.0,✅,✅,False
value of non-land assets (usd),(2) treatment,(SE/SD),24.74,24.74,24.743918637220588,0.0,0.0,✅,✅,False
value of non-land assets (usd),(3) female rec.,(SE/SD),43.62,43.62,43.620860312141154,0.0,0.0,✅,✅,False
value of non-land assets (usd),(4) monthly,(SE/SD),39.33,39.33,39.32606390658427,0.0,0.0,✅,✅,False
value of non-land assets (usd),(5) large,(SE/SD),42.77,42.77,42.76725055486568,0.0,0.0,✅,✅,False
value of non-land assets (usd),(2) treatment,[FWER p],1.0,1.0,0.9978,0.0,0.0,✅,✅,True
value of non-land assets (usd),(3) female rec.,[FWER p],0.93,0.93,0.9284,0.0,0.0,✅,✅,True
value of non-land assets (usd),(4) monthly,[FWER p],0.91,0.91,0.9054,0.0,0.0,✅,✅,True
value of non-land assets (usd),(5) large,[FWER p],0.99,0.99,0.9918,0.0,0.0,✅,✅,True
non-durable expenditure (usd),(1) control mean,coef/value,181.99,181.99,181.99081067377975,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(2) treatment,coef/value,-6.16,-6.16,-6.158077913007785,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(3) female rec.,coef/value,-28.05,-28.05,-28.051609355715673,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(4) monthly,coef/value,-8.01,-8.01,-8.013824817358701,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(5) large,coef/value,-5.56,-5.56,-5.56336264289963,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(6) N,coef/value,1008.0,1008.0,1008.0,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(1) control mean,(SE/SD),127.16,127.16,127.16493009112985,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(2) treatment,(SE/SD),8.31,8.31,8.311519483770155,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(3) female rec.,(SE/SD),15.14,15.14,15.143841072535407,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(4) monthly,(SE/SD),13.28,13.28,13.277934438367042,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(5) large,(SE/SD),14.36,14.36,14.36028663899064,0.0,0.0,✅,✅,False
non-durable expenditure (usd),(2) treatment,[FWER p],0.97,0.97,0.9744,0.0,0.0,✅,✅,True
non-durable expenditure (usd),(3) female rec.,[FWER p],0.33,0.32,0.3116,0.010000000000000009,0.020000000000000018,⚠️,⚠️,True
non-durable expenditure (usd),(4) monthly,[FWER p],0.91,0.91,0.9054,0.0,0.0,✅,✅,True
non-durable expenditure (usd),(5) large,[FWER p],0.99,0.99,0.9918,0.0,0.0,✅,✅,True
"total revenue, monthly (usd)",(1) control mean,coef/value,84.92,84.92,84.91601380602557,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) treatment,coef/value,-33.19,-33.19,-33.19047202262007,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(3) female rec.,coef/value,-31.77,-31.77,-31.77157175629429,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(4) monthly,coef/value,-7.59,-7.59,-7.58802080326057,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(5) large,coef/value,-10.77,-10.77,-10.772093056133656,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(6) N,coef/value,1008.0,1008.0,1008.0,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(1) control mean,(SE/SD),402.59,402.59,402.5918475131571,0.0,0.0,✅,✅,False
"total revenue, monthly (usd)",(2) treatment,(SE/SD),18.54,18.54,18.53729378525253,0.0,0.0,✅,✅,False
