c1_b,c1_se,c2_b,c2_se,c3_b,c3_se,c4_b,c4_se
0.10906696887100926,0.07318719462676243,0.09953479031406645,0.06950133790853338,0.10539487513878938,0.07415187998870418,0.09745825052914198,0.07211160847832489
