outcome,label,lower,se_lower,upper,se_upper,trim,sp_lee_lower,sp_lee_upper,sp_lee_se_midpoint
asset_total_ppp1,Value of non-land assets (USD),283.3902137089986,38.82260837243155,302.1925781808215,32.53858036557938,0.008189863572344408,282.94521936738914,302.4177110217791,33.15860993531514
cons_nondurable_ppp1,Non-durable expenditure (USD),30.577055448758273,8.63991852139878,35.00788279859631,6.722265492875745,0.008189863572344408,30.46706966052278,35.05801108761884,6.370784463768555
ent_total_rev_ppp1,"Total revenue, monthly (USD)",8.715720051076637,10.77889784341825,13.712087755425365,6.233168121170169,0.008189863572344408,8.555889087563713,13.57790205273107,7.3836681232160135
fs_hhfoodindexnew1,Food security index,0.22758588338974658,0.0746639520705806,0.2831610617076477,0.09009512228441266,0.008189863572344408,0.22758588338974658,0.2831610617076477,0.07119666857199515
med_hh_healthindex1,Health index,-0.04797832352194343,0.0766180728619919,0.001114368725764178,0.08490874441266621,0.008189863572344408,-0.048763601748143495,0.002138804711558661,0.06371595370840465
ed_index1,Education index,-0.09620893892870519,0.07585933020888842,0.10348129583453136,0.07886997823397945,0.04009959238559489,-0.10080681599076333,0.10348129583453136,0.07802163150700056
psy_index_z1,Psychological well-being index,0.1955070897774682,0.06963808849931923,0.2953218950434435,0.068042892970945,0.01881720430107526,0.1955070897774682,0.2953218950434435,0.06432966555710096
ih_overall_index_z1,Female empowerment index,-0.03264215672892602,0.08962391232152582,0.01980833092709508,0.12383014862026773,0.009661835748792282,-0.03264215672892602,0.025818539809363363,0.08516768591124005
