row,column,stat,paper,Stata re-run,StatsPAI,abs diff Stata,abs diff StatsPAI,Stata,SP,MC
log cortisol (no controls),(1) control mean,coef/value,2.46,2.46,2.4612516092355023,0.0,0.0,✅,✅,False
log cortisol (no controls),(2) treatment,coef/value,0.0,0.0,0.0031180110417202,0.0,0.0,✅,✅,False
log cortisol (no controls),(3) female rec.,coef/value,-0.17,-0.17,-0.1693366933240521,0.0,0.0,✅,✅,False
log cortisol (no controls),(4) monthly,coef/value,0.16,0.16,0.1597526303464569,0.0,0.0,✅,✅,False
log cortisol (no controls),(5) large,coef/value,-0.09,-0.09,-0.0861656178380296,0.0,0.0,✅,✅,False
log cortisol (no controls),(6) N,coef/value,1456.0,1456.0,1456.0,0.0,0.0,✅,✅,False
log cortisol (no controls),(1) control mean,(SE/SD),0.89,0.89,0.8929439307736841,0.0,0.0,✅,✅,False
log cortisol (no controls),(2) treatment,(SE/SD),0.05,0.05,0.0466917933837013,0.0,0.0,✅,✅,False
log cortisol (no controls),(3) female rec.,(SE/SD),0.07,0.07,0.0722079976298626,0.0,0.0,✅,✅,False
log cortisol (no controls),(4) monthly,(SE/SD),0.08,0.08,0.083335931306902,0.0,0.0,✅,✅,False
log cortisol (no controls),(5) large,(SE/SD),0.07,0.07,0.0720151191821441,0.0,0.0,✅,✅,False
log cortisol (with controls),(1) control mean,coef/value,-0.04,-0.04,-0.0354740125681247,0.0,0.0,✅,✅,False
log cortisol (with controls),(2) treatment,coef/value,0.01,0.01,0.0072503535073601,0.0,0.0,✅,✅,False
log cortisol (with controls),(3) female rec.,coef/value,-0.17,-0.17,-0.1694130233911044,0.0,0.0,✅,✅,False
log cortisol (with controls),(4) monthly,coef/value,0.17,0.17,0.172580947477695,0.0,0.0,✅,✅,False
log cortisol (with controls),(5) large,coef/value,-0.12,-0.12,-0.1188467201477907,0.0,0.0,✅,✅,False
log cortisol (with controls),(6) N,coef/value,1456.0,1456.0,1456.0,0.0,0.0,✅,✅,False
log cortisol (with controls),(1) control mean,(SE/SD),0.88,0.88,0.8833104131550149,0.0,0.0,✅,✅,False
log cortisol (with controls),(2) treatment,(SE/SD),0.05,0.05,0.0461193136115697,0.0,0.0,✅,✅,False
log cortisol (with controls),(3) female rec.,(SE/SD),0.07,0.07,0.0705500460638296,0.0,0.0,✅,✅,False
log cortisol (with controls),(4) monthly,(SE/SD),0.08,0.08,0.0816799148297715,0.0,0.0,✅,✅,False
log cortisol (with controls),(5) large,(SE/SD),0.07,0.07,0.0710304523771812,0.0,0.0,✅,✅,False
depression (cesd),(1) control mean,coef/value,26.48,26.48,26.480821917808218,0.0,0.0,✅,✅,False
depression (cesd),(2) treatment,coef/value,-1.16,-1.16,-1.1595724374181624,0.0,0.0,✅,✅,False
depression (cesd),(3) female rec.,coef/value,-0.77,-0.77,-0.7701603089882253,0.0,0.0,✅,✅,False
depression (cesd),(4) monthly,coef/value,-1.4,-1.4,-1.3960539124296778,0.0,0.0,✅,✅,False
depression (cesd),(5) large,coef/value,-1.22,-1.22,-1.2151213746543534,0.0,0.0,✅,✅,False
depression (cesd),(6) N,coef/value,1474.0,1474.0,1474.0,0.0,0.0,✅,✅,False
depression (cesd),(1) control mean,(SE/SD),9.31,9.31,9.31363526195117,0.0,0.0,✅,✅,False
depression (cesd),(2) treatment,(SE/SD),0.44,0.44,0.4387362826556599,0.0,0.0,✅,✅,False
depression (cesd),(3) female rec.,(SE/SD),0.67,0.67,0.6656548165446412,0.0,0.0,✅,✅,False
