col,mrs_xlsx_per10pct,kappa,loss_00_07_bn,loss_16_20_bn,annual_16_20_bn,mrs_statspai_per10pct,loss_00_07_bn_statspai,loss_16_20_bn_statspai,annual_16_20_bn_statspai
1,3.3797252626603025,1.574059499449079,1341.549040301948,1302.9221929004589,260.5844385800918,3.4223241864487415,1359.8604983203434,1319.7870000554844,263.95740001109687
2,3.8064843646806947,1.574059499449079,1526.7273717763783,1472.3890818158798,294.477816363176,3.8460479890680537,1544.091887849591,1488.1579359998875,297.6315871999775
3,3.534365786057452,1.574059499449079,1408.2042379911722,1364.1981844567308,272.8396368913462,3.498063107074607,1392.5114032664546,1349.7998754572895,269.9599750914579
4,2.1175093591605987,1.574059499449079,815.6509995889139,808.3030645614103,161.66061291228206,2.0703273321637243,796.5972316093506,790.0027286163269,158.00054572326536
5,2.280670968837844,1.574059499449079,881.8679936136283,871.6918431112211,174.33836862224422,2.2870778465739936,884.4785344434544,874.1842272655474,174.83684545310948
6,2.2227822982222407,1.574059499449079,858.3164282167348,849.1834591226259,169.8366918245252,2.1942834180140607,846.7454364551626,838.1099325585423,167.62198651170846
