exhibit,row,col,file,y,cond,kernel,bwselect,masspts,version,N,h_l,h_r,b_l,b_r,tau_cl,se_cl,tau_bc,se_rb,N_h_l,N_h_r,bw_source
T5,resid_log_waste_water_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,uni,mserd,off,statspai_native,9797,4.066195165104909,4.066195165104909,8.01307657490261,8.01307657490261,0.35335158163481484,0.2184914319304915,0.4050526470487024,0.24841777367224596,1164,789,
T5,resid_log_waste_water_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,uni,mserd,off,statspai_matched,9797,4.995872141249417,4.995872141249417,8.755808140236754,8.755808140236754,0.2416927334754667,0.18588571164602555,0.29266562553477704,0.22139374862415337,1486,1139,rdrobust_py_masspoints_off
T5,resid_log_so2,1,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,tri,mserd,off,statspai_native,4740,3.988269028130676,3.988269028130676,6.767082909595275,6.767082909595275,0.05048027311977399,0.30568200632079073,0.10606633212388084,0.35672138573217976,553,337,
T5,resid_log_so2,1,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,tri,mserd,off,statspai_matched,4740,4.41962584706955,4.41962584706955,7.22130062495945,7.22130062495945,0.03144073485390392,0.28912898320152824,0.1047053936281242,0.3382116321453519,619,419,rdrobust_py_masspoints_off
T5,resid_log_so2,2,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,epa,mserd,off,statspai_native,4740,4.177311548029063,4.177311548029063,7.165641546262718,7.165641546262718,0.05886018870102355,0.29740787080760434,0.1380016756447754,0.3434442607391947,581,359,
T5,resid_log_so2,2,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,epa,mserd,off,statspai_matched,4740,4.207544901880011,4.207544901880011,7.160989672604997,7.160989672604997,0.05543653038788482,0.2961012130562716,0.13586210230306311,0.3429155734796556,583,373,rdrobust_py_masspoints_off
T5,resid_log_so2,3,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,uni,mserd,off,statspai_native,4740,6.0984608717400075,6.0984608717400075,10.314017975778071,10.314017975778071,-0.09668816522827506,0.25114069821405655,-0.09018866505159533,0.3117601758654711,910,741,
T5,resid_log_so2,3,T5_Emissions/air_emission_QJE_final.dta,resid_log_so2,1,uni,mserd,off,statspai_matched,4740,6.250449542070107,6.250449542070107,10.181582944328708,10.181582944328708,-0.16445074308268287,0.24645698496299934,-0.16238610619162816,0.3011876670350199,941,770,rdrobust_py_masspoints_off
T5,resid_log_nox,1,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,tri,mserd,off,statspai_native,4740,3.4221045010551316,3.4221045010551316,5.877509375242948,5.877509375242948,0.10889986779635807,0.2921195825734319,0.14295643035850075,0.34998584159166274,484,283,
T5,resid_log_nox,1,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,tri,mserd,off,statspai_matched,4740,3.661452299186928,3.661452299186928,5.9331410838330685,5.9331410838330685,0.08978706974512274,0.28404611861982954,0.1326083477922992,0.3441302991861943,531,312,rdrobust_py_masspoints_off
T5,resid_log_nox,2,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,epa,mserd,off,statspai_native,4740,3.383555228368361,3.383555228368361,5.925729027852519,5.925729027852519,0.1401444740544748,0.29306324911182585,0.1814617305574096,0.3556009581290486,478,271,
T5,resid_log_nox,2,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,epa,mserd,off,statspai_matched,4740,3.3751339489093293,3.3751339489093293,5.713798175923103,5.713798175923103,0.140464138164281,0.2933302882868619,0.17870765160785906,0.3609703205008795,478,268,rdrobust_py_masspoints_off
T5,resid_log_nox,3,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,uni,mserd,off,statspai_native,4740,5.948940057966056,5.948940057966056,9.901659665742976,9.901659665742976,-0.06344961638598753,0.19916054806105973,-0.062318040569327764,0.23643036917068289,887,726,
T5,resid_log_nox,3,T5_Emissions/air_emission_QJE_final.dta,resid_log_nox,1,uni,mserd,off,statspai_matched,4740,6.095061192048858,6.095061192048858,9.832927152613857,9.832927152613857,-0.04928474364548997,0.1992241337053415,-0.05107759832181305,0.24032568155444783,910,741,rdrobust_py_masspoints_off
T6,fee,1,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,tri,certwo,off,statspai_native,3050,2.786793843303695,2.353909041280268,7.8861189034543475,6.182125239731472,-1.4589679724917133,0.44567516127397655,-1.523956267076224,0.5575454558092419,285,78,
T6,fee,1,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,tri,certwo,off,statspai_matched,3050,3.3998182416354616,3.7980654019783078,7.792805548963045,7.302235347670902,-1.1390540076501714,0.44191028819409095,-1.2397686396818157,0.5084826452864986,304,161,rdrobust_py_masspoints_off
T6,fee,2,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,epa,certwo,off,statspai_native,3050,2.7169850813684406,3.2243668774393988,7.7654622119258025,7.184319560336024,-1.3203373068961732,0.4501365481183756,-1.3841289249930064,0.5416667558204269,282,117,
T6,fee,2,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,epa,certwo,off,statspai_matched,3050,2.931281839151181,3.2317214926604847,7.223000023211754,6.74118367624982,-1.3172397386955546,0.4501588521254258,-1.4156013428389926,0.542561078935318,286,117,rdrobust_py_masspoints_off
T6,fee,3,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,uni,certwo,off,statspai_native,3050,2.7382625479616887,3.680296685204143,7.168866752770453,7.440721571673086,-0.8795858844989168,0.4641810105033556,-0.9439608106110026,0.5346442871412782,282,158,
T6,fee,3,T6_PE/pwf_QJE_final.dta,resid1_l_pwf,1,uni,certwo,off,statspai_matched,3050,2.6096131713160204,3.484281177855279,6.587501397948745,7.2166105206629085,-0.9096297991263657,0.47657198602211776,-0.963216709794595,0.5587208098129605,282,144,rdrobust_py_masspoints_off
T6,party_inc1,1,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,tri,mserd,off,statspai_native,5305,4.21875622854713,4.21875622854713,7.488471176503275,7.488471176503275,0.5415546434487272,0.20835160669684155,0.5587228756322694,0.24681568728749362,654,328,
T6,party_inc1,1,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,tri,mserd,off,statspai_matched,5305,4.771708658041693,4.771708658041693,7.753990745934982,7.753990745934982,0.5603360771504051,0.20405563037114946,0.5761727975385925,0.24385028444069753,752,335,rdrobust_py_masspoints_off
T6,party_inc1,2,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,epa,mserd,off,statspai_native,5305,5.03273777859483,5.03273777859483,8.47409642320987,8.47409642320987,0.5724832617465281,0.19308027024909422,0.5845912262112949,0.23435053187203223,813,400,
T6,party_inc1,2,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,epa,mserd,off,statspai_matched,5305,4.9232415276475905,4.9232415276475905,8.256453530854971,8.256453530854971,0.5809707457995967,0.19885534934927065,0.593820957965679,0.2400806829342526,775,399,rdrobust_py_masspoints_off
T6,party_inc1,3,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,uni,mserd,off,statspai_native,5305,4.539582695569344,4.539582695569344,7.854533063590176,7.854533063590176,0.6222852013461796,0.1959211887550995,0.611173928207094,0.24602153573613733,690,331,
T6,party_inc1,3,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==1,uni,mserd,off,statspai_matched,5305,4.322003765957568,4.322003765957568,7.931342524540328,7.931342524540328,0.591160336972583,0.19826280283911774,0.5823322329152184,0.24261081320421404,654,328,rdrobust_py_masspoints_off
T6,party_inc1,4,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,tri,mserd,off,statspai_native,9382,5.043887685089374,5.043887685089374,8.708954076471858,8.708954076471858,0.1205976239864952,0.1338273653721071,0.12405822219232177,0.16123748509745336,1574,870,
T6,party_inc1,4,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,tri,mserd,off,statspai_matched,9382,4.878295102759978,4.878295102759978,8.772542614375647,8.772542614375647,0.11923736668198909,0.13307722757705603,0.12129284308804726,0.15761171499990773,1518,820,rdrobust_py_masspoints_off
T6,party_inc1,5,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,epa,mserd,off,statspai_native,9382,5.3569274292423925,5.3569274292423925,9.191001210240982,9.191001210240982,0.1056197628108647,0.13870181946921706,0.10306069448398636,0.17088435887767528,1728,959,
T6,party_inc1,5,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,epa,mserd,off,statspai_matched,9382,5.6051500192732036,5.6051500192732036,9.603792104018877,9.603792104018877,0.08790422912097648,0.13632677181772918,0.08669574211914281,0.16834563591408164,1819,1083,rdrobust_py_masspoints_off
T6,party_inc1,6,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,uni,mserd,off,statspai_native,9382,5.841745102105446,5.841745102105446,9.972281625963744,9.972281625963744,0.10667360655728464,0.10962223036588384,0.11257980485597946,0.1338026486682986,1872,1392,
T6,party_inc1,6,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==1,uni,mserd,off,statspai_matched,9382,6.889990614322774,6.889990614322774,10.188689861618489,10.188689861618489,0.07223145143076837,0.10440123698075214,0.0757299867480572,0.12658505856765825,2181,1894,rdrobust_py_masspoints_off
T6,party_inc0,1,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,tri,mserd,off,statspai_native,2450,4.011848622712447,4.011848622712447,6.895870272533736,6.895870272533736,0.103135242729926,0.23394144751656593,0.11836147252192003,0.2907735611130835,276,118,
T6,party_inc0,1,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,tri,mserd,off,statspai_matched,2450,5.897811059617696,5.897811059617696,7.437833808237683,7.437833808237683,0.12901849401951299,0.18598499334020863,0.13370872373258696,0.2463260929206134,395,275,rdrobust_py_masspoints_off
T6,party_inc0,2,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,epa,mserd,off,statspai_native,2450,3.638238870189247,3.638238870189247,6.104922730546976,6.104922730546976,0.12134749367807562,0.24047840072689552,0.13416863410329957,0.30876468818871566,271,114,
T6,party_inc0,2,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,epa,mserd,off,statspai_matched,2450,4.626787058196484,4.626787058196484,6.4786753144551055,6.4786753144551055,0.18742775875445455,0.25455478118087566,0.2016511555608263,0.3068042632228767,301,118,rdrobust_py_masspoints_off
T6,party_inc0,3,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,uni,mserd,off,statspai_native,2450,6.100670663692616,6.100670663692616,8.44375180221406,8.44375180221406,0.06000976324119045,0.14044557526813944,0.02474643427030572,0.176622601224489,454,279,
T6,party_inc0,3,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & party_inc==0,uni,mserd,off,statspai_matched,2450,3.7131727301309545,3.7131727301309545,6.057516243871716,6.057516243871716,0.18459137709289591,0.26519191993265495,0.22506958194948967,0.327976670627297,271,118,rdrobust_py_masspoints_off
T6,party_inc0,4,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,tri,mserd,off,statspai_native,4739,3.180536520102252,3.180536520102252,7.232096997019881,7.232096997019881,0.09789982518333247,0.19409555062927708,0.09424974821643631,0.24789565530959257,764,270,
T6,party_inc0,4,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,tri,mserd,off,statspai_matched,4739,3.792086480970089,3.792086480970089,6.8241923907063855,6.8241923907063855,0.03688997359596957,0.18621208850476922,0.04063826385359147,0.24608031224445379,881,355,rdrobust_py_masspoints_off
T6,party_inc0,5,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,epa,mserd,off,statspai_native,4739,3.3711577346474537,3.3711577346474537,7.322900229861391,7.322900229861391,0.14082828907593437,0.19475079435053125,0.1248202150593275,0.2676784083150613,777,272,
T6,party_inc0,5,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,epa,mserd,off,statspai_matched,4739,3.8532142279682304,3.8532142279682304,7.306379741554781,7.306379741554781,0.011617032880310227,0.19319570098256497,-0.011218849320661334,0.25521111643348,881,355,rdrobust_py_masspoints_off
T6,party_inc0,6,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,uni,mserd,off,statspai_native,4739,3.4945439796006657,3.4945439796006657,7.530899131896413,7.530899131896413,-0.0016229089658353624,0.18998841990896098,-0.039860705476820135,0.2503722608334272,777,298,
T6,party_inc0,6,T6_PE/PE_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & party_inc==0,uni,mserd,off,statspai_matched,4739,2.6084418172968604,2.6084418172968604,5.393846487178552,5.393846487178552,0.26051213910052123,0.22038387445811763,0.2897376990695023,0.3274903413689994,736,252,rdrobust_py_masspoints_off
T6,automatic1,1,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,tri,mserd,off,statspai_native,932,4.9039249520166015,4.9039249520166015,9.157137971859456,9.157137971859456,1.1581500578161765,0.5099106429816774,1.2869855071830298,0.641565306365442,131,50,
T6,automatic1,1,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,tri,mserd,off,statspai_matched,932,4.503739939356641,4.503739939356641,8.862885779156564,8.862885779156564,1.1814381105468743,0.5486865788900096,1.2965285837138254,0.672457606774154,79,41,rdrobust_py_masspoints_off
T6,automatic1,2,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,epa,mserd,off,statspai_native,932,4.9039249520166015,4.9039249520166015,8.603196533949495,8.603196533949495,1.175509210286545,0.5071872618752336,1.2976547291331362,0.6615263576545607,131,50,
T6,automatic1,2,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,epa,mserd,off,statspai_matched,932,4.498514108992676,4.498514108992676,9.011659595948428,9.011659595948428,1.2187158740397002,0.5489876584856423,1.3480802190830103,0.6638286484501661,79,41,rdrobust_py_masspoints_off
T6,automatic1,3,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,uni,mserd,off,statspai_native,932,4.9039249520166015,4.9039249520166015,7.205625067246749,7.205625067246749,0.8145211321434119,0.4678391334052243,1.0660461495219633,0.6797108542718785,131,50,
T6,automatic1,3,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==1,uni,mserd,off,statspai_matched,932,4.647086498120269,4.647086498120269,9.49622777305961,9.49622777305961,1.2071075294463998,0.4713273660973554,1.3955082312947795,0.5918737353354329,119,41,rdrobust_py_masspoints_off
T6,automatic1,4,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,tri,mserd,off,statspai_native,1815,4.477933893666992,4.477933893666992,6.317373996930992,6.317373996930992,-0.9759657348693878,0.15776735438255046,-1.0672791877522707,0.3508571415490686,232,93,
T6,automatic1,4,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,tri,mserd,off,statspai_matched,1815,2.919042097039104,2.919042097039104,8.482290787818187,8.482290787818187,-1.0728089761963266,1.4372330927578463,-1.1867801853819193,1.4436494504108401,49,83,rdrobust_py_masspoints_off
T6,automatic1,5,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,epa,mserd,off,statspai_native,1815,4.477933893666992,4.477933893666992,5.720500588737086,5.720500588737086,-1.0290307355344774,0.19456489299828986,-1.146008660013415,0.3727606406342095,232,93,
T6,automatic1,5,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,epa,mserd,off,statspai_matched,1815,3.2956439244008093,3.2956439244008093,10.392035126246986,10.392035126246986,-0.4829458342544555,0.7061737576524849,-0.6088090594008384,0.8413227424584127,52,87,rdrobust_py_masspoints_off
T6,automatic1,6,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,uni,msecomb1,adjust,statspai_native,1815,4.477933893666992,4.477933893666992,6.282080944703528,6.282080944703528,-1.1977643092118264,0.2977312275390517,-1.599962893750197,0.36785853543392255,232,93,
T6,automatic1,6,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==1,uni,msecomb1,adjust,statspai_matched,1815,3.118128225043576,3.118128225043576,6.282081950636321,6.282081950636321,-0.5405452931990555,1.6115938931420455,-0.742067733189844,1.810823862520345,49,83,rdrobust_py_masspoints_off
T6,automatic0,1,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,tri,mserd,off,statspai_native,4953,5.389598755532207,5.389598755532207,9.222831632008356,9.222831632008356,0.3205440781318845,0.18368618487081725,0.31093234457543256,0.20141460365259853,814,406,
T6,automatic0,1,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,tri,mserd,off,statspai_matched,4953,6.145948605761778,6.145948605761778,9.024839099277676,9.024839099277676,0.3025198747435874,0.1536632251035556,0.2815518284771751,0.1908374592254818,955,737,rdrobust_py_masspoints_off
T6,automatic0,2,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,epa,mserd,off,statspai_native,4953,5.669989479256749,5.669989479256749,9.124400923769576,9.124400923769576,0.35286530413423867,0.17392300586733106,0.34255137679230274,0.19989504697185026,853,431,
T6,automatic0,2,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,epa,mserd,off,statspai_matched,4953,5.733520835002254,5.733520835002254,8.68156890689576,8.68156890689576,0.35008822743181645,0.17127782757491603,0.3391077739104488,0.2023840616853854,855,546,rdrobust_py_masspoints_off
T6,automatic0,3,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,uni,mserd,off,statspai_native,4953,4.488938204767154,4.488938204767154,6.8947960052380886,6.8947960052380886,0.40618816239321187,0.19854637003954367,0.39786531633964517,0.22817027796444764,681,323,
T6,automatic0,3,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & automatic==0,uni,mserd,off,statspai_matched,4953,4.30183557901292,4.30183557901292,6.697904312639858,6.697904312639858,0.40701185591125033,0.19976939646962383,0.42901815454442493,0.23849500154566813,675,321,rdrobust_py_masspoints_off
T6,automatic0,4,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,tri,mserd,off,statspai_native,9523,4.278923288012593,4.278923288012593,7.432612741962681,7.432612741962681,0.09611470407462472,0.08254084011577432,0.1059559409886818,0.09836005339230706,1449,838,
T6,automatic0,4,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,tri,mserd,off,statspai_matched,9523,4.632169062620119,4.632169062620119,7.369053097178326,7.369053097178326,0.09940656449084005,0.07994322645879076,0.11159481315739302,0.09666398764878904,1494,861,rdrobust_py_masspoints_off
T6,automatic0,5,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,epa,mserd,off,statspai_native,9523,5.038283469554429,5.038283469554429,8.747556161946092,8.747556161946092,0.11513300060052434,0.0790970970945257,0.11226799896862366,0.0910457160012073,1606,941,
T6,automatic0,5,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,epa,mserd,off,statspai_matched,9523,4.740177548609531,4.740177548609531,8.030268912165468,8.030268912165468,0.10860877437179116,0.07930216365142789,0.11375017351153488,0.09404216167511141,1506,864,rdrobust_py_masspoints_off
T6,automatic0,6,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,uni,mserd,off,statspai_native,9523,4.663603940378863,4.663603940378863,9.301798709331818,9.301798709331818,0.12106074770260254,0.083117209463704,0.10565582922712405,0.08363143555543101,1494,861,
T6,automatic0,6,T6_PE/auto_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & automatic==0,uni,mserd,off,statspai_matched,9523,4.291474657842758,4.291474657842758,8.466660018441688,8.466660018441688,0.09760466151865241,0.08116240516793925,0.07729342486798693,0.09254605163338667,1449,838,rdrobust_py_masspoints_off
T7,soe0,1,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,tri,mserd,off,statspai_native,6149,4.215801717290163,4.215801717290163,6.779568147660989,6.779568147660989,0.4324544839106589,0.1802156166957958,0.4436201215899641,0.20580291684459406,749,373,
T7,soe0,1,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,tri,mserd,off,statspai_matched,6149,4.650503255841886,4.650503255841886,6.730741196542441,6.730741196542441,0.44648830500735465,0.17903607241795189,0.45747456919214635,0.2063813928147727,854,376,rdrobust_py_masspoints_off
T7,soe0,2,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,epa,mserd,off,statspai_native,6149,4.5752704397091275,4.5752704397091275,7.032849028415175,7.032849028415175,0.4822920318500157,0.18021135411995556,0.4934142939125701,0.20367543215529416,801,376,
T7,soe0,2,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,epa,mserd,off,statspai_matched,6149,4.41913742289276,4.41913742289276,6.730076234481167,6.730076234481167,0.47872863165385215,0.1807013712077153,0.5012918268472057,0.21029072845346491,786,374,rdrobust_py_masspoints_off
T7,soe0,3,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,uniform,mserd,off,statspai_native,6149,5.1667092567740776,5.1667092567740776,8.843119299768299,8.843119299768299,0.3661548770920743,0.14597239248437063,0.3789946320941816,0.1755582236607974,962,471,
T7,soe0,3,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==0,uniform,mserd,off,statspai_matched,6149,4.859600690177238,4.859600690177238,7.766371661309303,7.766371661309303,0.4330373914095925,0.16735016426589214,0.42475781475777175,0.18827578793287733,892,394,rdrobust_py_masspoints_off
T7,soe0,4,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,tri,mserd,off,statspai_native,11510,4.685165407118648,4.685165407118648,7.741333001175645,7.741333001175645,0.032196689325248454,0.09068304657868553,0.021727633882773406,0.10375248488686312,1872,946,
T7,soe0,4,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,tri,mserd,off,statspai_matched,11510,5.104224174209416,5.104224174209416,7.6111395212354305,7.6111395212354305,0.046825452773859896,0.08882386892915163,0.03567551563229719,0.10477799968536214,1992,1025,rdrobust_py_masspoints_off
T7,soe0,5,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,epa,mserd,off,statspai_native,11510,4.948040417904201,4.948040417904201,8.378280886458258,8.378280886458258,0.05193718746292632,0.09199540931197925,0.035358708399954974,0.10339788795395174,1931,1022,
T7,soe0,5,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,epa,mserd,off,statspai_matched,11510,4.862199336343733,4.862199336343733,7.713242688212057,7.713242688212057,0.04784597177180777,0.09193651125197148,0.03564339642634107,0.10596042030777171,1924,966,rdrobust_py_masspoints_off
T7,soe0,6,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,uniform,mserd,off,statspai_native,11510,3.7843260517222315,3.7843260517222315,7.468096645652705,7.468096645652705,-0.008521950658652244,0.09279951693950587,-0.031692854213213606,0.10957047315337048,1590,827,
T7,soe0,6,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==0,uniform,mserd,off,statspai_matched,11510,4.517440192067261,4.517440192067261,7.709276843041096,7.709276843041096,0.07220485541026583,0.10191488173978071,0.03965770557955339,0.1119215711448716,1760,938,rdrobust_py_masspoints_off
T7,soe1,1,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,tri,mserd,off,statspai_native,513,3.326085791761609,3.326085791761609,5.93351900322444,5.93351900322444,-0.118921495213969,0.42039710683827103,-0.2758675359226961,0.4609519868586791,49,30,
T7,soe1,1,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,tri,mserd,off,statspai_matched,513,3.3013616001659756,3.3013616001659756,5.8967349664505155,5.8967349664505155,-0.13031714449555581,0.41664974849173014,-0.2909204908371863,0.45627358426010595,49,29,rdrobust_py_masspoints_off
T7,soe1,2,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,epa,mserd,off,statspai_native,513,3.584652112557064,3.584652112557064,6.590356772487006,6.590356772487006,0.013159688810803427,0.49038376552999197,-0.04381614012448776,0.5959661364358533,50,37,
T7,soe1,2,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,epa,mserd,off,statspai_matched,513,3.4694989196885957,3.4694989196885957,6.236069989370719,6.236069989370719,0.002119422700761986,0.495106049269865,-0.1036071160537656,0.5768978191240267,50,34,rdrobust_py_masspoints_off
T7,soe1,3,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,uniform,mserd,off,statspai_native,513,3.6187657917954827,3.6187657917954827,7.925597599941481,7.925597599941481,0.0406039091872018,0.5411483812620118,0.1697742615977036,0.6401265521207194,51,37,
T7,soe1,3,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==1 & soe==1,uniform,mserd,off,statspai_matched,513,4.947465372032167,4.947465372032167,9.394581876316048,9.394581876316048,0.623341211854552,0.4087415177869187,0.8150260062420135,0.49225952152784747,69,53,rdrobust_py_masspoints_off
T7,soe1,4,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==1,tri,mserd,off,statspai_native,1169,5.001005585172337,5.001005585172337,7.844349521773804,7.844349521773804,0.15247554208487063,0.40426078777450525,0.15227643993466922,0.4797141911314223,154,129,
T7,soe1,4,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==1,tri,mserd,off,statspai_matched,1169,6.069612227954602,6.069612227954602,8.465063354495276,8.465063354495276,0.11219519070188633,0.3454647737433537,0.1276236728152843,0.43739617773185163,256,186,rdrobust_py_masspoints_off
T7,soe1,5,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==1,epa,mserd,off,statspai_native,1169,4.6813413489374645,4.6813413489374645,7.520637566833311,7.520637566833311,0.12417185296392819,0.4185412026896448,0.10944691554110036,0.5003582119245031,138,109,
T7,soe1,5,T7_Burden/soe_vs_private_QJE_final.dta,resid1_tfpop_s,neg_ind0==0 & soe==1,epa,mserd,off,statspai_matched,1169,6.063917204789868,6.063917204789868,8.761324526993807,8.761324526993807,0.08592802237241393,0.3330160570151552,0.07739324007040205,0.4264141995236417,256,186,rdrobust_py_masspoints_off
