exhibit,row,col,file,y,cond,kernel,bwselect,masspts,version,N,h_l,h_r,b_l,b_r,tau_cl,se_cl,tau_bc,se_rb,N_h_l,N_h_r,bw_source
T3,resid1_lnm,1,T3_Channels/channels_QJE_final.dta,resid1_lnm,neg_ind0==1,tri,mserd,off,statspai_matched,5540,5.480027117073058,5.480027117073058,7.935859919149191,7.935859919149191,-0.04719610938193437,0.23692054874203838,-0.06802261665785922,0.2884533341960214,914,435,rdrobust_py_masspoints_off
T3,resid1_lnm,2,T3_Channels/channels_QJE_final.dta,resid1_lnm,neg_ind0==1,epa,mserd,off,statspai_native,5540,5.012086192414987,5.012086192414987,7.8594618288198355,7.8594618288198355,-0.05348639716918987,0.24230018689110933,-0.06862300587598347,0.2876436385138493,814,394,
T3,resid1_lnm,2,T3_Channels/channels_QJE_final.dta,resid1_lnm,neg_ind0==1,epa,mserd,off,statspai_matched,5540,5.136652777874403,5.136652777874403,7.648529597392633,7.648529597392633,-0.044940549618823586,0.23802062724961928,-0.062060842434953155,0.2887945159034489,830,413,rdrobust_py_masspoints_off
T3,resid1_lnm,3,T3_Channels/channels_QJE_final.dta,resid1_lnm,neg_ind0==1,uni,mserd,off,statspai_native,5540,7.000143642777565,7.000143642777565,9.412355834722899,9.412355834722899,-0.011586895062458594,0.17041443294544598,-0.019027106092832424,0.2197492095085947,1180,1070,
T3,resid1_lnm,3,T3_Channels/channels_QJE_final.dta,resid1_lnm,neg_ind0==1,uni,mserd,off,statspai_matched,5540,6.219246191787159,6.219246191787159,8.869319496418582,8.869319496418582,-0.045865506239120314,0.17846464160107844,-0.023360844520244173,0.21807457192562626,1056,776,rdrobust_py_masspoints_off
T3,resid1_lnm,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,tri,mserd,off,statspai_native,2274,5.732421191656442,5.732421191656442,9.630554099825053,9.630554099825053,-0.036636416690861845,0.1782605425994208,-0.05480019003732369,0.20844484558984855,433,253,
T3,resid1_lnm,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,tri,mserd,off,statspai_matched,2274,7.276214792092628,7.276214792092628,10.590111161715864,10.590111161715864,0.015222852568646417,0.16265976291214806,-0.027074931934857167,0.19375155436803423,604,444,rdrobust_py_masspoints_off
T3,resid1_lnm,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,epa,mserd,off,statspai_native,2274,6.322049323097534,6.322049323097534,10.170391108640047,10.170391108640047,0.024721569119469565,0.1649985393027774,0.0003946296599043747,0.19512072808893982,491,327,
T3,resid1_lnm,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,epa,mserd,off,statspai_matched,2274,6.87667186507785,6.87667186507785,10.76406924326732,10.76406924326732,0.023934012901869618,0.1620111394206245,-0.013297366225526533,0.1930701437274092,546,380,rdrobust_py_masspoints_off
T3,resid1_lnm,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,uni,mserd,off,statspai_native,2274,5.229093920788078,5.229093920788078,8.816740855686508,8.816740855686508,-0.00026015159119870124,0.17643182780140712,-0.007101647316513721,0.21501289720692096,393,206,
T3,resid1_lnm,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnm,neg_ind0==1,uni,mserd,off,statspai_matched,2274,4.743019683977635,4.743019683977635,8.39321532519748,8.39321532519748,-0.000807704057667058,0.20085361226076046,0.04543898012733605,0.22869637617599306,327,166,rdrobust_py_masspoints_off
T3,resid1_lnv_l,1,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,tri,mserd,off,statspai_native,5540,6.4912149458112305,6.4912149458112305,9.437890682200226,9.437890682200226,0.08639075300772625,0.08350046302494384,0.08590846803424014,0.10112807860589644,1070,829,
T3,resid1_lnv_l,1,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,tri,mserd,off,statspai_matched,5540,7.790583984909969,7.790583984909969,10.40600699753843,10.40600699753843,0.07995131397013581,0.0762183016170853,0.08025927552432961,0.09645569037309021,1447,1181,rdrobust_py_masspoints_off
T3,resid1_lnv_l,2,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,epa,mserd,off,statspai_native,5540,6.8041907690331325,6.8041907690331325,9.387452867689175,9.387452867689175,0.08272023240722906,0.08048050372885404,0.08252743349794908,0.10316900998129225,1135,997,
T3,resid1_lnv_l,2,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,epa,mserd,off,statspai_matched,5540,7.339119801407051,7.339119801407051,10.157192147470202,10.157192147470202,0.08130924840432187,0.07710627228955852,0.0825894312238095,0.09931539614663155,1359,1158,rdrobust_py_masspoints_off
T3,resid1_lnv_l,3,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,uni,mserd,off,statspai_native,5540,6.515857962091749,6.515857962091749,9.19645198070089,9.19645198070089,0.05872642151342439,0.0768499658097287,0.044082998399438314,0.10011654212350209,1086,829,
T3,resid1_lnv_l,3,T3_Channels/channels_QJE_final.dta,resid1_lnv_l,neg_ind0==1,uni,mserd,off,statspai_matched,5540,6.009409376072998,6.009409376072998,9.326570242455558,9.326570242455558,0.05470407795794159,0.07743648933892912,0.028736384304753268,0.097993356579502,1024,731,rdrobust_py_masspoints_off
T3,resid1_lnv_l,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,tri,mserd,off,statspai_native,2276,4.418776683171663,4.418776683171663,6.839434424138508,6.839434424138508,-0.011381196921756223,0.06947960107423214,-0.015395478492984227,0.08135459317030576,315,163,
T3,resid1_lnv_l,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,tri,mserd,off,statspai_matched,2276,6.0267542732174375,6.0267542732174375,8.124945999502724,8.124945999502724,0.003548820275316323,0.055655411283682885,0.0020285111753989907,0.07196873756969041,469,299,rdrobust_py_masspoints_off
T3,resid1_lnv_l,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,epa,mserd,off,statspai_native,2276,5.022399363104042,5.022399363104042,7.6009982389776605,7.6009982389776605,0.01809742173224481,0.06419422939559509,0.01965655549284367,0.07651519177397606,358,197,
T3,resid1_lnv_l,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,epa,mserd,off,statspai_matched,2276,5.161514853869971,5.161514853869971,7.609481000741755,7.609481000741755,0.017115364361283032,0.06252436811522408,0.01877718295848228,0.07604368791642736,379,207,rdrobust_py_masspoints_off
T3,resid1_lnv_l,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,uni,mserd,off,statspai_native,2276,6.952836899777523,6.952836899777523,10.043480209139256,10.043480209139256,-0.007885452395854031,0.03892950266128331,-0.01117420747284354,0.052788609462922936,556,389,
T3,resid1_lnv_l,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_l,neg_ind0==1,uni,mserd,off,statspai_matched,2276,5.7600280653441205,5.7600280653441205,9.105051955566571,9.105051955566571,0.006042519562167156,0.046127419539794934,0.009913247355564273,0.05967856711459651,442,255,rdrobust_py_masspoints_off
T3,resid1_lnv_k,1,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,tri,mserd,off,statspai_native,5532,4.506838145770668,4.506838145770668,7.393554825918054,7.393554825918054,0.2507544984253792,0.10776564554008249,0.24481021821946397,0.12389987943265783,696,327,
T3,resid1_lnv_k,1,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,tri,mserd,off,statspai_matched,5532,4.9246794363758655,4.9246794363758655,7.2804521404433045,7.2804521404433045,0.24968989497519872,0.10209150230434023,0.23940870651541013,0.12162107735065358,790,393,rdrobust_py_masspoints_off
T3,resid1_lnv_k,2,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,epa,mserd,off,statspai_native,5532,4.980148872065303,4.980148872065303,8.278473171775259,8.278473171775259,0.2672753212988527,0.09899643038647736,0.27600222117749695,0.123316953450097,806,394,
T3,resid1_lnv_k,2,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,epa,mserd,off,statspai_matched,5532,5.1933769501219835,5.1933769501219835,7.943532371625019,7.943532371625019,0.26575263288902773,0.09645288039806617,0.2710245877419456,0.12259214646341209,847,413,rdrobust_py_masspoints_off
T3,resid1_lnv_k,3,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,uni,mserd,off,statspai_native,5532,4.392060345680897,4.392060345680897,7.618636047680608,7.618636047680608,0.25508082715386793,0.1017009953557042,0.26976615666405046,0.13329246297900474,690,326,
T3,resid1_lnv_k,3,T3_Channels/channels_QJE_final.dta,resid1_lnv_k,neg_ind0==1,uni,mserd,off,statspai_matched,5532,4.2161061240445115,4.2161061240445115,6.7919310654530385,6.7919310654530385,0.2836753680636208,0.10381773461028279,0.28470754702321366,0.12319220065013628,667,325,rdrobust_py_masspoints_off
T3,resid1_lnv_k,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,tri,mserd,off,statspai_native,2274,5.127448535453981,5.127448535453981,8.96131598733379,8.96131598733379,0.05451481957522045,0.09419858627850676,0.04094493360309227,0.10715797919340228,370,199,
T3,resid1_lnv_k,4,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,tri,mserd,off,statspai_matched,2274,6.709811613707412,6.709811613707412,10.602711155580378,10.602711155580378,0.07272701752239193,0.08076392797349775,0.04322442826792433,0.09756148112145775,538,374,rdrobust_py_masspoints_off
T3,resid1_lnv_k,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,epa,mserd,off,statspai_native,2274,5.433290224564716,5.433290224564716,9.391500983212165,9.391500983212165,0.05960947644648808,0.09132061638286612,0.0407377736380779,0.10762477930823246,418,220,
T3,resid1_lnv_k,5,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,epa,mserd,off,statspai_matched,2274,5.893044492961937,5.893044492961937,9.90489902139657,9.90489902139657,0.06652791940304013,0.08704968966731476,0.042268299734804254,0.10478876640451992,444,295,rdrobust_py_masspoints_off
T3,resid1_lnv_k,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,uni,mserd,off,statspai_native,2274,5.425294764348121,5.425294764348121,10.025463226682207,10.025463226682207,0.09378817551107373,0.0929904755897241,0.05845616337657303,0.10899244135551878,418,220,
T3,resid1_lnv_k,6,T3_Channels/channels_Pre_QJE_final.dta,resid1_lnv_k,neg_ind0==1,uni,mserd,off,statspai_matched,2274,4.804463529841041,4.804463529841041,9.005373684847308,9.005373684847308,0.008390521726204442,0.09590706767436977,-0.004666451121352902,0.11304148764542589,338,170,rdrobust_py_masspoints_off
T4,resid1_hours,1,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,tri,mserd,off,statspai_native,7302,5.212960330111724,5.212960330111724,9.524335498641884,9.524335498641884,288.4748112375361,101.39482216299704,325.6542774993797,113.832187284078,1212,963,
T4,resid1_hours,1,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,tri,mserd,off,statspai_matched,7302,5.222363236471052,5.222363236471052,8.998894058089986,8.998894058089986,288.2961655497702,101.38295735361173,331.8298026824152,115.05210504881188,1223,965,rdrobust_py_masspoints_off
T4,resid1_hours,2,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,epa,mserd,off,statspai_native,7302,5.514651911929536,5.514651911929536,10.093812873860335,10.093812873860335,260.06397044440143,104.97422245531632,296.06213045337734,119.33798540199074,1315,1047,
T4,resid1_hours,2,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,epa,mserd,off,statspai_matched,7302,5.635544510121423,5.635544510121423,9.275204820636683,9.275204820636683,255.92554940475318,104.91493665493218,306.28137792195594,120.55448726047247,1350,1093,rdrobust_py_masspoints_off
T4,resid1_hours,3,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,uni,mserd,off,statspai_native,7302,4.924177045282914,4.924177045282914,9.461380948709909,9.461380948709909,237.84961819856557,110.41155542262241,266.8178193558233,126.63292984147377,1152,842,
T4,resid1_hours,3,T4_Abatement/abatement_QJE_final.dta,resid1_hours,1,uni,mserd,off,statspai_matched,7302,7.036843590302578,7.036843590302578,10.982543487056022,10.982543487056022,171.4511907872349,91.54509055746617,208.5786061235588,117.8925725297242,1763,1475,rdrobust_py_masspoints_off
T4,resid1_log_water,1,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,tri,mserd,off,statspai_native,6606,3.2518190277918233,3.2518190277918233,6.613365679873748,6.613365679873748,0.6203589754719268,0.22972935154607987,0.7049565501078211,0.2618586256866399,636,358,
T4,resid1_log_water,1,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,tri,mserd,off,statspai_matched,6606,3.164375186499037,3.164375186499037,6.189342876932579,6.189342876932579,0.6249698994123318,0.22757177808000803,0.6950555153144121,0.26262630155576194,636,346,rdrobust_py_masspoints_off
T4,resid1_log_water,2,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,epa,mserd,off,statspai_native,6606,3.2486300015173506,3.2486300015173506,7.1999496146737965,7.1999496146737965,0.6054943800110923,0.24984797163516928,0.7092898862062634,0.28495853156739603,636,358,
T4,resid1_log_water,2,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,epa,mserd,off,statspai_matched,6606,3.2646485395086424,3.2646485395086424,7.142646093275708,7.142646093275708,0.6047351535947032,0.2509286537124364,0.7110392762621398,0.2866927277208113,636,364,rdrobust_py_masspoints_off
T4,resid1_log_water,3,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,uni,mserd,off,statspai_native,6606,2.667673130397079,2.667673130397079,5.805689084737746,5.805689084737746,0.6332423125225721,0.28466246858773775,0.7486143877534139,0.35890483926370886,593,242,
T4,resid1_log_water,3,T4_Abatement/abatement_QJE_final.dta,resid1_log_water,1,uni,mserd,off,statspai_matched,6606,2.4969731461009137,2.4969731461009137,5.757053948219007,5.757053948219007,0.40057975034999327,0.2786409493383011,0.5186536809834579,0.3569982016098065,580,219,rdrobust_py_masspoints_off
T4,resid1_machine,1,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,tri,mserd,off,statspai_native,7265,4.0225284194240425,4.0225284194240425,6.886193893754524,6.886193893754524,-1.228834497120957,0.6514307784424697,-1.434657918143566,0.7581630933286463,880,598,
T4,resid1_machine,1,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,tri,mserd,off,statspai_matched,7265,4.383856868156625,4.383856868156625,7.37765732225673,7.37765732225673,-1.1454088022511775,0.6244596932766137,-1.3871332831465581,0.7378193083793264,1002,690,rdrobust_py_masspoints_off
T4,resid1_machine,2,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,epa,mserd,off,statspai_native,7265,3.9158167503436627,3.9158167503436627,6.8063004855969,6.8063004855969,-1.2432471046711373,0.681011226956898,-1.4672748455257332,0.798834296235426,880,576,
T4,resid1_machine,2,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,epa,mserd,off,statspai_matched,7265,4.549355053035387,4.549355053035387,7.705762807850479,7.705762807850479,-1.0662700254838249,0.6160970730052481,-1.3369179803947242,0.7400139606231073,1031,773,rdrobust_py_masspoints_off
T4,resid1_machine,3,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,uni,mserd,off,statspai_native,7265,3.540677173001798,3.540677173001798,6.377413109060082,6.377413109060082,-1.1455641967306516,0.6675074224878669,-1.373962593690246,0.7883565259107124,810,466,
T4,resid1_machine,3,T4_Abatement/abatement_QJE_final.dta,resid1_machine,1,uni,mserd,off,statspai_matched,7265,3.41579471160097,3.41579471160097,6.8045538095112645,6.8045538095112645,-1.2895976898360202,0.6909068332483849,-1.6292750846263517,0.791320091858302,776,441,rdrobust_py_masspoints_off
T4,resid1_total_capacity,1,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,tri,mserd,off,statspai_native,4624,4.137127872036909,4.137127872036909,6.605316057797564,6.605316057797564,-7354.29801504259,3735.9595432991755,-7280.631200484149,4457.158987193302,603,406,
T4,resid1_total_capacity,1,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,tri,mserd,off,statspai_matched,4624,4.15142611454066,4.15142611454066,6.407191227709581,6.407191227709581,-7381.068856309681,3733.270044989538,-7145.2858328499715,4476.711000598414,603,406,rdrobust_py_masspoints_off
T4,resid1_total_capacity,2,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,epa,mserd,off,statspai_native,4624,3.931320846528681,3.931320846528681,6.485940678107209,6.485940678107209,-7793.746587467234,3853.34027936701,-8109.331168865356,4646.320801823984,571,377,
T4,resid1_total_capacity,2,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,epa,mserd,off,statspai_matched,4624,4.180981384078808,4.180981384078808,6.800301261966014,6.800301261966014,-8593.94273952608,3854.6976421818795,-9016.371380286699,4689.887800132266,608,407,rdrobust_py_masspoints_off
T4,resid1_total_capacity,3,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,uni,mserd,off,statspai_native,4624,4.09124006476563,4.09124006476563,7.5872113700849075,7.5872113700849075,-9805.88027908749,4302.1680643086265,-10290.101959396721,5054.501137268892,590,405,
T4,resid1_total_capacity,3,T4_Abatement/abatement_QJE_final.dta,resid1_total_capacity,1,uni,mserd,off,statspai_matched,4624,4.332255000389115,4.332255000389115,8.08224681149937,8.08224681149937,-7849.398614774924,3714.3239182991474,-9204.555201833155,4330.6618566903335,651,450,rdrobust_py_masspoints_off
T5,resid_log_cod,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,tri,mserd,off,statspai_native,9797,3.203283663236682,3.203283663236682,6.9515628117084525,6.9515628117084525,0.8557168142188059,0.43703804867061713,0.9899406547196519,0.4735904511089266,907,502,
T5,resid_log_cod,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,tri,mserd,off,statspai_matched,9797,3.328825791449993,3.328825791449993,6.525334871422585,6.525334871422585,0.8371303059833106,0.4257283164217673,1.0016006634395722,0.4732210002499051,994,562,rdrobust_py_masspoints_off
T5,resid_log_cod,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,epa,mserd,off,statspai_native,9797,3.62871178612452,3.62871178612452,7.702032452979543,7.702032452979543,0.7376340120582678,0.3680443557723849,0.8757508815883113,0.40939509198513885,1096,685,
T5,resid_log_cod,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,epa,mserd,off,statspai_matched,9797,3.4181917749093667,3.4181917749093667,6.935107127248638,6.935107127248638,0.7504351922544746,0.3921512353085156,0.9234479973951751,0.43969084834558536,1003,584,rdrobust_py_masspoints_off
T5,resid_log_cod,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,uni,mserd,off,statspai_native,9797,4.437510924436119,4.437510924436119,8.177963418499813,8.177963418499813,0.5781445337584621,0.3029594657980737,0.6006756231914894,0.3377199323167912,1301,910,
T5,resid_log_cod,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod,1,uni,mserd,off,statspai_matched,9797,5.029094632255249,5.029094632255249,8.32647127269657,8.32647127269657,0.23658262580175604,0.3202088515886373,0.31443512697456,0.34658671627659116,1491,1173,rdrobust_py_masspoints_off
T5,resid_log_cod_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,tri,mserd,off,statspai_native,9797,4.230410297378779,4.230410297378779,8.094718097874914,8.094718097874914,0.8779297639600877,0.3208771663077858,0.976644613514225,0.37269853636964967,1228,837,
T5,resid_log_cod_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,tri,mserd,off,statspai_matched,9797,4.958977983114703,4.958977983114703,8.371342671520162,8.371342671520162,0.7692773769650327,0.28534705680879446,0.8962376028455319,0.3457788624469578,1476,1131,rdrobust_py_masspoints_off
T5,resid_log_cod_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,epa,mserd,off,statspai_native,9797,4.318478393316277,4.318478393316277,8.164644626204698,8.164644626204698,0.8093984709053256,0.2928144438279928,0.9001661311077795,0.34608511393807184,1289,897,
T5,resid_log_cod_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,epa,mserd,off,statspai_matched,9797,4.959092402421838,4.959092402421838,8.343501083601057,8.343501083601057,0.7048067916684301,0.2668751771570807,0.81886697722836,0.32961312456126546,1476,1131,rdrobust_py_masspoints_off
T5,resid_log_cod_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,uni,mserd,off,statspai_native,9797,3.3606306441216387,3.3606306441216387,6.936243316733623,6.936243316733623,0.7555320325233404,0.3263200361796319,0.8465932647728331,0.3771631705607363,992,564,
T5,resid_log_cod_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_cod_intensity,1,uni,mserd,off,statspai_matched,9797,4.39368821033327,4.39368821033327,7.3364136784621445,7.3364136784621445,0.7291632028430065,0.25765038627432213,0.7742006304902157,0.3408545948847086,1291,907,rdrobust_py_masspoints_off
T5,resid_log_nh,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,tri,mserd,off,statspai_native,4772,3.897298140877062,3.897298140877062,6.8470276118335,6.8470276118335,0.9810803174743521,1.0785269787017413,1.0718503864441034,1.2513246037333372,660,378,
T5,resid_log_nh,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,tri,mserd,off,statspai_matched,4772,4.575279303155201,4.575279303155201,6.865573903079484,6.865573903079484,0.8749339933457962,0.9024873271688343,1.0197082411242677,1.1911389829010601,781,519,rdrobust_py_masspoints_off
T5,resid_log_nh,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,epa,mserd,off,statspai_native,4772,3.9308886324480277,3.9308886324480277,7.159402301836853,7.159402301836853,0.9223258581194296,0.9900246821050169,1.040215393372006,1.1541003206455425,660,379,
T5,resid_log_nh,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,epa,mserd,off,statspai_matched,4772,4.879165715489012,4.879165715489012,7.297606899314315,7.297606899314315,0.7598107134228105,0.7647127925016621,0.9559275555994282,1.0545468126705295,823,565,rdrobust_py_masspoints_off
T5,resid_log_nh,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,uni,mserd,off,statspai_native,4772,3.719930176077717,3.719930176077717,6.702617454873322,6.702617454873322,1.0025320936811468,0.9118614982379956,1.0134737374647793,1.1137274214031698,631,334,
T5,resid_log_nh,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh,1,uni,mserd,off,statspai_matched,4772,4.477215104858437,4.477215104858437,6.964133484646994,6.964133484646994,0.6264116866536753,0.6885611839121671,0.8887336779695056,0.9499332395621369,765,513,rdrobust_py_masspoints_off
T5,resid_log_nh_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,tri,mserd,off,statspai_native,4752,3.228718406302935,3.228718406302935,5.840106878616319,5.840106878616319,1.224137553015702,0.4467143770630893,1.3453610932347684,0.5498160177516607,529,231,
T5,resid_log_nh_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,tri,mserd,off,statspai_matched,4752,3.2013354399896583,3.2013354399896583,5.747826093027399,5.747826093027399,1.230310937231606,0.4479439001678978,1.3530710719181507,0.549776337982434,529,225,rdrobust_py_masspoints_off
T5,resid_log_nh_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,epa,mserd,off,statspai_native,4752,3.3314659925196284,3.3314659925196284,6.025072985143398,6.025072985143398,1.0572264549904862,0.4270264680758977,1.176273406256351,0.5429266848406809,575,260,
T5,resid_log_nh_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,epa,mserd,off,statspai_matched,4752,3.500148529500725,3.500148529500725,6.14135614872972,6.14135614872972,1.0059758306302917,0.4372881221461336,1.1351712670478273,0.5367732270719899,588,268,rdrobust_py_masspoints_off
T5,resid_log_nh_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,uni,mserd,off,statspai_native,4752,3.0100277869183216,3.0100277869183216,5.7333328169536255,5.7333328169536255,0.8491455291538735,0.4300127784478723,0.9795484677831882,0.5879510309323865,522,215,
T5,resid_log_nh_intensity,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_nh_intensity,1,uni,mserd,off,statspai_matched,4752,2.9983224021665276,2.9983224021665276,5.7062579679148415,5.7062579679148415,0.8491455291538658,0.43005360806964377,0.9619660819230393,0.5761710805930833,522,215,rdrobust_py_masspoints_off
T5,resid_log_waste_water,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,tri,mserd,off,statspai_native,9797,3.753197331491111,3.753197331491111,7.219453517568353,7.219453517568353,0.33694188092009414,0.3067185225136152,0.44552942397671924,0.3564235011780119,1089,697,
T5,resid_log_waste_water,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,tri,mserd,off,statspai_matched,9797,3.6273790916409285,3.6273790916409285,6.6058425119580475,6.6058425119580475,0.341599549136936,0.3105797566040916,0.44344287941160276,0.3675259752556222,1087,677,rdrobust_py_masspoints_off
T5,resid_log_waste_water,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,epa,mserd,off,statspai_native,9797,4.055929939219725,4.055929939219725,7.768976626742557,7.768976626742557,0.33235667140385755,0.32338981916234716,0.4469711048498781,0.37130277527688527,1155,790,
T5,resid_log_waste_water,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,epa,mserd,off,statspai_matched,9797,3.599318733843923,3.599318733843923,6.935678119516993,6.935678119516993,0.3304164371634759,0.32943296571530184,0.45189542426299084,0.38683442216643227,1087,677,rdrobust_py_masspoints_off
T5,resid_log_waste_water,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,uni,mserd,off,statspai_native,9797,4.638491781045371,4.638491781045371,7.8090036808076055,7.8090036808076055,0.2392825904438485,0.30777246953556375,0.2942708399773324,0.37217403578214864,1346,1017,
T5,resid_log_waste_water,3,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water,1,uni,mserd,off,statspai_matched,9797,5.286207934736714,5.286207934736714,8.554883760572345,8.554883760572345,0.05707861052163826,0.28126165906635575,0.03933524088997964,0.30337175452092446,1618,1306,rdrobust_py_masspoints_off
T5,resid_log_waste_water_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,tri,mserd,off,statspai_native,9797,3.9582298069032653,3.9582298069032653,7.459845037862746,7.459845037862746,0.4664839218387251,0.23263440649909092,0.5378627407101104,0.26718994829385073,1136,758,
T5,resid_log_waste_water_intensity,1,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,tri,mserd,off,statspai_matched,9797,4.53845902807081,4.53845902807081,7.789739935685723,7.789739935685723,0.4428959004392631,0.21445090120396185,0.5205070978815505,0.25405771588738135,1334,1007,rdrobust_py_masspoints_off
T5,resid_log_waste_water_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,epa,mserd,off,statspai_native,9797,4.35475169260045,4.35475169260045,7.99316127860307,7.99316127860307,0.43095346621054975,0.21793598016393695,0.4890605106451881,0.2552526091473725,1294,909,
T5,resid_log_waste_water_intensity,2,T5_Emissions/water_emission_QJE_final.dta,resid_log_waste_water_intensity,1,epa,mserd,off,statspai_matched,9797,4.825059389713676,4.825059389713676,8.17275954666955,8.17275954666955,0.4022039547007943,0.2017392640478532,0.467391658142356,0.24544441467280176,1373,1095,rdrobust_py_masspoints_off
